position,track_name,title_author,danceability,energy,speechiness,valence,mode,acousticness,tempo,duration_ms,loudness,key,URL
6,Dream Girl - Remix,Ir Sais,0.767,0.643,0.101,0.536,1,0.216,169.99,192452,-5.225,5,https://open.spotify.com/track/099tjv6oy2opbpCOA3nBwX
7,Malibú con Piña,Funzo & Baby Loud,0.642,0.705,0.0409,0.681,0,0.359,96.411,167999,-6.514,11,https://open.spotify.com/track/4T7SpjqFNSpfdAsN66DkiE
8,Batmóvil,Hens,0.782,0.448,0.173,0.56,1,0.253,107.934,203234,-16.617,10,https://open.spotify.com/track/1a071Cx7zQpmyOOb8y0PIq
9,C90 (Remix),John C,0.867,0.761,0.0937,0.609,1,0.336,122.952,316000,-5.1,1,https://open.spotify.com/track/2b6i9zx3ULzKrNWmyP0ePD
10,Sigues Con El,Dímelo Flow,0.883,0.668,0.113,0.676,1,0.11,87.972,226533,-2.957,9,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3
11,Prendio (Remix),Rvfv,0.748,0.764,0.0615,0.754,0,0.19,125.065,191185,-5.677,4,https://open.spotify.com/track/17VsiwLi1ovKYdVUqDieGC
12,Mami,Ptazeta,0.616,0.649,0.462,0.659,0,0.598,189.851,189493,-6.558,7,https://open.spotify.com/track/55C0glNSvxJDCfgHwiCZb1
13,La Pacquiao,SHB,0.638,0.897,0.163,0.932,1,0.504,199.899,182400,-5.149,0,https://open.spotify.com/track/1Y8c1PcQpbIwNW2z7KhmSc
14,Zorra,Bad Gyal,0.637,0.65,0.185,0.736,1,0.682,176.075,186120,-6.646,11,https://open.spotify.com/track/0OP1RzrglC008kj79Httv3
15,19 Días y 500 Noches Después,Travis Birds,0.789,0.547,0.295,0.701,1,0.456,93.821,306269,-8.637,0,https://open.spotify.com/track/2rHB1wHcs7wm1mR57JQwN6
16,Amelie,Valeria Castro,0.597,0.0771,0.0503,0.31,0,0.897,118.791,199750,-9.002,6,https://open.spotify.com/track/2KtWiCqg2tGyFfTAfHmPZo
17,Se iluminaba,Fred De Palma,0.791,0.693,0.0639,0.624,0,0.0811,123.923,174291,-4.98,0,https://open.spotify.com/track/3VPOZWtj8mM89IiRNygxgS
18,Dance Monkey,Tones And I,0.825,0.593,0.0988,0.54,0,0.688,98.078,209755,-6.401,6,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
19,Infeliz,Arcangel,0.713,0.798,0.219,0.721,1,0.366,176.073,221103,-3.147,1,https://open.spotify.com/track/4z6wo6PJG4Fve45OXK6D9m
20,Say So,Doja Cat,0.787,0.673,0.158,0.786,0,0.256,110.962,237893,-4.577,11,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
21,La Canción del Pensador,Ciudad Jara,0.565,0.474,0.0265,0.138,0,0.112,92.02,265252,-8.541,1,https://open.spotify.com/track/6Fy4Wt2S1edN002zerXhlQ
22,Fuera De Mi Mente,Lérica,0.741,0.94,0.101,0.702,1,0.169,93.994,181433,-2.068,1,https://open.spotify.com/track/7bsqRe39lKOYX45FZpzP9o
23,Infiel,Eix,0.729,0.514,0.226,0.481,1,0.456,87.67,221440,-5.926,2,https://open.spotify.com/track/79B6ZFqXNEBk1cFMdtXVkz
24,No Dijeron Nada,Oscu,0.702,0.705,0.047,0.906,0,0.0769,114.962,186783,-5.257,1,https://open.spotify.com/track/66YgptYp9124vxw9yFsIGn
25,Blinding Lights,The Weeknd,0.513,0.796,0.0629,0.345,1,0.00147,171.017,201573,-4.075,1,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
26,Não Sou Perfeito,Nininho,0.555,0.717,0.354,0.737,0,0.275,104.712,196728,-6.453,8,https://open.spotify.com/track/2C7QiQRCTjb8i99IxWSKin
27,¡Qué Felicidad La Mía! - 30 Años En La Música,Miguel Poveda,0.539,0.759,0.327,0.707,0,0.607,166.218,364693,-3.66,5,https://open.spotify.com/track/1Wm3zp6y6JPuGI923TXBYW
28,Suave - Remix,Jey Blessing,0.673,0.694,0.166,0.78,1,0.557,175.912,203000,-4.01,10,https://open.spotify.com/track/6K7V47wFpfam2aeE893rbL
29,RITMO (Bad Boys For Life),Black Eyed Peas,0.721,0.716,0.0657,0.667,0,0.0334,104.994,221714,-7.037,10,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
30,Quédate conmigo,Pole.,0.58,0.715,0.0394,0.464,1,0.676,145.917,216033,-4.735,1,https://open.spotify.com/track/3T1egHTtRtYoal4SPUJAAe
31,Hola - Remix,Dalex,0.654,0.672,0.311,0.343,0,0.471,181.857,249520,-5.98,0,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
32,Atrévete,Yago Roche,0.871,0.654,0.15,0.805,0,0.27,95.945,190000,-6.593,11,https://open.spotify.com/track/07Lxxln9lZ8m0hT6EySTCe
33,El Fin del Mundo,La La Love You,0.6,0.866,0.0477,0.676,1,0.000839,127.056,188094,-4.599,4,https://open.spotify.com/track/5SeYlZyKVENMOxiSPQkKyw
34,Blanco,J Balvin,0.87,0.706,0.126,0.593,0,0.0253,100.013,145800,-5.395,9,https://open.spotify.com/track/2rc7BkzO8qepMFAxHtOrXc
35,Alocao (With Bad Gyal),Omar Montes,0.673,0.752,0.0567,0.699,0,0.214,178.005,209320,-4.705,11,https://open.spotify.com/track/6RyuoOJXNzlVWpfC5xQyeI
36,SUGAR,BROCKHAMPTON,0.453,0.538,0.0638,0.516,1,0.449,122.973,204533,-8.212,1,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA
37,Tant de bo,Suu,0.387,0.464,0.0899,0.472,1,0.562,89.784,179333,-8.78,10,https://open.spotify.com/track/4PUxQfRnxk0WIcdURld3du
38,PORFA,Feid,0.843,0.549,0.164,0.541,0,0.0948,83.982,233000,-8.018,6,https://open.spotify.com/track/3iQOfefMGDVDwo8dZoco8T
39,Falling,Trevor Daniel,0.784,0.43,0.0364,0.236,0,0.123,127.087,159382,-8.756,10,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
40,Solteroski,Los Solteroski,0.954,0.542,0.297,0.686,1,0.278,125.046,200058,-8.193,7,https://open.spotify.com/track/6JqfAWXo2rPNSWy9SDm9i3
41,Enciéndelo,Joseph El De La Urba,0.756,0.65,0.45,0.66,0,0.439,97.725,229133,-3.142,10,https://open.spotify.com/track/5MA74oQBT1lVZtAVuMJAm0
42,Pikete italiano,KvndySwing,0.835,0.473,0.216,0.263,1,0.327,95.002,188182,-6.672,8,https://open.spotify.com/track/0irFsBbVTns85AOtJQ9kis
43,Tu Historia y la Mía,Hens,0.696,0.725,0.211,0.537,0,0.367,111.968,200441,-7.358,8,https://open.spotify.com/track/4ptmvueuWgilsYwI6u9V46
44,Loco Contigo (with J. Balvin & Ozuna feat. Nicky Jam- Natti Natasha- Darell & Sech) - REMIX,DJ Snake,0.789,0.694,0.0729,0.549,0,0.0982,96.035,341875,-5.781,6,https://open.spotify.com/track/5QXQy0f2q8wJNpPwJtjifx
45,No Idea,Don Toliver,0.651,0.631,0.0896,0.35,0,0.519,127.994,154424,-5.717,6,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu
46,Ella Dice,Og Baby,0.73,0.802,0.0513,0.184,0,0.0962,93.023,227160,-5.086,9,https://open.spotify.com/track/3kwEQZGir5mZFw2QzdaZ5q
47,Boss,La Zowi,0.806,0.629,0.119,0.225,1,0.00511,139.94,150893,-6.341,1,https://open.spotify.com/track/3LjkyjxjqmFEDsIzHoliDf
48,Rutina,Myke Towers,0.834,0.75,0.18,0.858,1,0.553,95.98,217227,-2.799,1,https://open.spotify.com/track/3YntiCUU0Xqq0B68FM3YAt
49,ROXANNE,Arizona Zervas,0.621,0.601,0.148,0.457,0,0.0522,116.735,163636,-5.616,6,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
50,Perreo en La Luna,Rich Music LTD,0.711,0.757,0.29,0.724,0,0.268,174.013,218587,-4.188,1,https://open.spotify.com/track/0RDgqtvOHLwcI6yz9bjsZV
1,Toss a Coin to Your Witcher,Samuel Kim,0.466,0.48,0.0275,0.189,0,0.588,95.051,177249,-6.434,0,https://open.spotify.com/track/0NMzV2etWr2eBIbUDuKA5I
2,Tusa,KAROL G,0.803,0.715,0.298,0.574,1,0.295,101.085,200960,-3.28,2,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
3,Malibú con Piña,Funzo & Baby Loud,0.642,0.705,0.0409,0.681,0,0.359,96.411,167999,-6.514,11,https://open.spotify.com/track/4T7SpjqFNSpfdAsN66DkiE
4,Me Da Asco Tu Familia,Nadie Sabe Nada,0.505,0.885,0.0968,0.785,1,0.00236,168.036,86299,-8.822,9,https://open.spotify.com/track/4iN8XAk63IUwMPBYKiE0kD
5,De Ti Me Olvido,Love Yi,0.704,0.63,0.102,0.551,1,0.206,105.99,221922,-5.793,6,https://open.spotify.com/track/3FkmSUR7gcQHz1PhJW52Zy
6,The Box,Roddy Ricch,0.896,0.586,0.0559,0.642,0,0.104,116.971,196653,-6.687,10,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
7,Quédate conmigo,Pole.,0.58,0.715,0.0394,0.464,1,0.676,145.917,216033,-4.735,1,https://open.spotify.com/track/3T1egHTtRtYoal4SPUJAAe
8,Kraazy,Likybo,0.689,0.701,0.237,0.37,0,0.314,94.982,151579,-9.477,6,https://open.spotify.com/track/3s2Qd1rsWqbvOoxpFTRp8D
9,C90 (Remix),John C,0.867,0.761,0.0937,0.609,1,0.336,122.952,316000,-5.1,1,https://open.spotify.com/track/2b6i9zx3ULzKrNWmyP0ePD
10,Dream Girl - Remix,Ir Sais,0.767,0.643,0.101,0.536,1,0.216,169.99,192452,-5.225,5,https://open.spotify.com/track/099tjv6oy2opbpCOA3nBwX
11,+,Aitana,0.561,0.666,0.0322,0.675,1,0.106,160.019,219367,-4.243,8,https://open.spotify.com/track/5Cbo7oz78gqkzV3EAM63VA
12,Prendio (Remix),Rvfv,0.748,0.764,0.0615,0.754,0,0.19,125.065,191185,-5.677,4,https://open.spotify.com/track/17VsiwLi1ovKYdVUqDieGC
13,19 Días y 500 Noches Después,Travis Birds,0.789,0.547,0.295,0.701,1,0.456,93.821,306269,-8.637,0,https://open.spotify.com/track/2rHB1wHcs7wm1mR57JQwN6
14,Batmóvil,Hens,0.782,0.448,0.173,0.56,1,0.253,107.934,203234,-16.617,10,https://open.spotify.com/track/1a071Cx7zQpmyOOb8y0PIq
15,Yummy,Justin Bieber,0.687,0.514,0.0897,0.494,0,0.366,145.921,210427,-6.612,9,https://open.spotify.com/track/41L3O37CECZt3N7ziG2z7l
16,Suave - Remix,Jey Blessing,0.673,0.694,0.166,0.78,1,0.557,175.912,203000,-4.01,10,https://open.spotify.com/track/6K7V47wFpfam2aeE893rbL
17,Atrévete,Yago Roche,0.871,0.654,0.15,0.805,0,0.27,95.945,190000,-6.593,11,https://open.spotify.com/track/07Lxxln9lZ8m0hT6EySTCe
18,Sigues Con El,Dímelo Flow,0.883,0.668,0.113,0.676,1,0.11,87.972,226533,-2.957,9,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3
19,Não Sou Perfeito,Nininho,0.555,0.717,0.354,0.737,0,0.275,104.712,196728,-6.453,8,https://open.spotify.com/track/2C7QiQRCTjb8i99IxWSKin
20,Escápate Conmigo,Flowtiago,0.747,0.647,0.392,0.51,1,0.362,99.107,196364,-5.655,6,https://open.spotify.com/track/3XvLwUEA4WHiGi60fspi2c
21,Mami,Ptazeta,0.616,0.649,0.462,0.659,0,0.598,189.851,189493,-6.558,7,https://open.spotify.com/track/55C0glNSvxJDCfgHwiCZb1
22,No Dijeron Nada,Oscu,0.702,0.705,0.047,0.906,0,0.0769,114.962,186783,-5.257,1,https://open.spotify.com/track/66YgptYp9124vxw9yFsIGn
23,Blinding Lights,The Weeknd,0.513,0.796,0.0629,0.345,1,0.00147,171.017,201573,-4.075,1,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
24,Se iluminaba,Fred De Palma,0.791,0.693,0.0639,0.624,0,0.0811,123.923,174291,-4.98,0,https://open.spotify.com/track/3VPOZWtj8mM89IiRNygxgS
25,Fuera De Mi Mente,Lérica,0.741,0.94,0.101,0.702,1,0.169,93.994,181433,-2.068,1,https://open.spotify.com/track/7bsqRe39lKOYX45FZpzP9o
26,Una Mala (Remix),El Completo Rd,0.864,0.81,0.0442,0.962,1,0.25,130.01,184728,-3.409,5,https://open.spotify.com/track/2maGaB3fNqQnyrG3FDiaW3
27,Zorra,Bad Gyal,0.637,0.65,0.185,0.736,1,0.682,176.075,186120,-6.646,11,https://open.spotify.com/track/0OP1RzrglC008kj79Httv3
28,PORFA,Feid,0.843,0.549,0.164,0.541,0,0.0948,83.982,233000,-8.018,6,https://open.spotify.com/track/3iQOfefMGDVDwo8dZoco8T
29,Dance Monkey,Tones And I,0.825,0.593,0.0988,0.54,0,0.688,98.078,209755,-6.401,6,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
30,SUGAR,BROCKHAMPTON,0.453,0.538,0.0638,0.516,1,0.449,122.973,204533,-8.212,1,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA
31,Tant de bo,Suu,0.387,0.464,0.0899,0.472,1,0.562,89.784,179333,-8.78,10,https://open.spotify.com/track/4PUxQfRnxk0WIcdURld3du
32,La Pacquiao,SHB,0.638,0.897,0.163,0.932,1,0.504,199.899,182400,-5.149,0,https://open.spotify.com/track/1Y8c1PcQpbIwNW2z7KhmSc
33,Rutina,Myke Towers,0.834,0.75,0.18,0.858,1,0.553,95.98,217227,-2.799,1,https://open.spotify.com/track/3YntiCUU0Xqq0B68FM3YAt
34,Eres un Temazo,Suu,0.658,0.688,0.0281,0.544,1,0.235,100.017,170700,-7.383,7,https://open.spotify.com/track/1pfbNOFDohc4ptQ2eI9mTv
35,Pikete italiano,KvndySwing,0.835,0.473,0.216,0.263,1,0.327,95.002,188182,-6.672,8,https://open.spotify.com/track/0irFsBbVTns85AOtJQ9kis
36,Hola - Remix,Dalex,0.654,0.672,0.311,0.343,0,0.471,181.857,249520,-5.98,0,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
37,Impaciente - Remix,Chencho Corleone,0.806,0.876,0.0529,0.883,0,0.144,165.978,304060,-2.118,4,https://open.spotify.com/track/0XtFQVI5WtK02YKo1sXcRi
38,Say So,Doja Cat,0.787,0.673,0.158,0.786,0,0.256,110.962,237893,-4.577,11,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
39,En Tus Planes,David Bisbal,0.813,0.78,0.162,0.79,0,0.284,92.014,172147,-3.768,11,https://open.spotify.com/track/5fmXWEFh8vMXzKTHN9ezKV
40,Blanco,J Balvin,0.87,0.706,0.126,0.593,0,0.0253,100.013,145800,-5.395,9,https://open.spotify.com/track/2rc7BkzO8qepMFAxHtOrXc
41,Loco Contigo (with J. Balvin & Ozuna feat. Nicky Jam- Natti Natasha- Darell & Sech) - REMIX,DJ Snake,0.789,0.694,0.0729,0.549,0,0.0982,96.035,341875,-5.781,6,https://open.spotify.com/track/5QXQy0f2q8wJNpPwJtjifx
42,Suicidal,YNW Melly,0.735,0.369,0.0688,0.235,0,0.334,140.004,222997,-9.682,9,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8
43,Infeliz,Arcangel,0.713,0.798,0.219,0.721,1,0.366,176.073,221103,-3.147,1,https://open.spotify.com/track/4z6wo6PJG4Fve45OXK6D9m
44,El Fin del Mundo,La La Love You,0.6,0.866,0.0477,0.676,1,0.000839,127.056,188094,-4.599,4,https://open.spotify.com/track/5SeYlZyKVENMOxiSPQkKyw
45,RITMO (Bad Boys For Life),Black Eyed Peas,0.721,0.716,0.0657,0.667,0,0.0334,104.994,221714,-7.037,10,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
46,Alocao (With Bad Gyal),Omar Montes,0.673,0.752,0.0567,0.699,0,0.214,178.005,209320,-4.705,11,https://open.spotify.com/track/6RyuoOJXNzlVWpfC5xQyeI
47,La Canción del Pensador,Ciudad Jara,0.565,0.474,0.0265,0.138,0,0.112,92.02,265252,-8.541,1,https://open.spotify.com/track/6Fy4Wt2S1edN002zerXhlQ
48,BOOM,X Ambassadors,0.732,0.594,0.0693,0.676,0,0.00805,107.996,164587,-5.911,11,https://open.spotify.com/track/3V9cM3nCH2G66afoDi0snu
49,All I Want - From "High School Musical: The Musical: The Series",Olivia Rodrigo,0.376,0.43,0.0328,0.129,0,0.0902,77.599,177323,-6.585,0,https://open.spotify.com/track/4Yxc55NX3tAXC2mHRAhtcW
50,Dispara Lentamente,Manuel Carrasco,0.592,0.55,0.0756,0.501,1,0.341,137.694,286179,-7.37,0,https://open.spotify.com/track/7H7aKN52utTwhnM8LwDCOM
1,Tusa,KAROL G,0.803,0.715,0.298,0.574,1,0.295,101.085,200960,-3.28,2,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
2,Me Gusta,Shakira,0.775,0.696,0.0681,0.775,0,0.0559,92.007,190570,-5.184,1,https://open.spotify.com/track/5Xhqh4lwJPtMUTsdBztN1a
3,Malibú con Piña,Funzo & Baby Loud,0.642,0.705,0.0409,0.681,0,0.359,96.411,167999,-6.514,11,https://open.spotify.com/track/4T7SpjqFNSpfdAsN66DkiE
4,De Ti Me Olvido,Love Yi,0.704,0.63,0.102,0.551,1,0.206,105.99,221922,-5.793,6,https://open.spotify.com/track/3FkmSUR7gcQHz1PhJW52Zy
5,Quédate conmigo,Pole.,0.58,0.715,0.0394,0.464,1,0.676,145.917,216033,-4.735,1,https://open.spotify.com/track/3T1egHTtRtYoal4SPUJAAe
6,BOOM,X Ambassadors,0.732,0.594,0.0693,0.676,0,0.00805,107.996,164587,-5.911,11,https://open.spotify.com/track/3V9cM3nCH2G66afoDi0snu
7,C90 (Remix),John C,0.867,0.761,0.0937,0.609,1,0.336,122.952,316000,-5.1,1,https://open.spotify.com/track/2b6i9zx3ULzKrNWmyP0ePD
8,Morado,J Balvin,0.881,0.696,0.0797,0.781,0,0.137,97.002,200667,-3.838,11,https://open.spotify.com/track/3mQ6SLdxxaL52Yte7KF2Ks
9,The Box,Roddy Ricch,0.896,0.586,0.0559,0.642,0,0.104,116.971,196653,-6.687,10,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
10,Prendio (Remix),Rvfv,0.748,0.764,0.0615,0.754,0,0.19,125.065,191185,-5.677,4,https://open.spotify.com/track/17VsiwLi1ovKYdVUqDieGC
11,No Te Esperaba,MANTRA,0.472,0.743,0.0736,0.239,1,0.0169,183.895,200628,-7.795,9,https://open.spotify.com/track/5BkY7Nhl984mR1wt0gdfTB
12,Muévelo,Nicky Jam,0.595,0.807,0.0489,0.919,1,0.416,188.081,194892,-2.409,7,https://open.spotify.com/track/4VgYtXCVJ7IbWAZ5ryfvEQ
13,Una Mala (Remix),El Completo Rd,0.864,0.81,0.0442,0.962,1,0.25,130.01,184728,-3.409,5,https://open.spotify.com/track/2maGaB3fNqQnyrG3FDiaW3
14,Further Up (Na- Na- Na- Na- Na),Static & Ben El,0.8,0.876,0.113,0.912,1,0.0148,100.025,151873,-0.882,6,https://open.spotify.com/track/1aW9qzUsXGbyhT3NPCWwdT
15,Escápate Conmigo,Flowtiago,0.747,0.647,0.392,0.51,1,0.362,99.107,196364,-5.655,6,https://open.spotify.com/track/3XvLwUEA4WHiGi60fspi2c
16,Dream Girl - Remix,Ir Sais,0.767,0.643,0.101,0.536,1,0.216,169.99,192452,-5.225,5,https://open.spotify.com/track/099tjv6oy2opbpCOA3nBwX
17,Vitamina,Flyboiz,0.734,0.881,0.284,0.96,1,0.166,180.101,174791,-4.583,1,https://open.spotify.com/track/5yAo09btO7hEn8YDKW4Dkm
18,+,Aitana,0.561,0.666,0.0322,0.675,1,0.106,160.019,219367,-4.243,8,https://open.spotify.com/track/5Cbo7oz78gqkzV3EAM63VA
19,Yummy,Justin Bieber,0.687,0.514,0.0897,0.494,0,0.366,145.921,210427,-6.612,9,https://open.spotify.com/track/41L3O37CECZt3N7ziG2z7l
20,Suave - Remix,Jey Blessing,0.673,0.694,0.166,0.78,1,0.557,175.912,203000,-4.01,10,https://open.spotify.com/track/6K7V47wFpfam2aeE893rbL
21,Blinding Lights,The Weeknd,0.513,0.796,0.0629,0.345,1,0.00147,171.017,201573,-4.075,1,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
22,Se iluminaba,Fred De Palma,0.791,0.693,0.0639,0.624,0,0.0811,123.923,174291,-4.98,0,https://open.spotify.com/track/3VPOZWtj8mM89IiRNygxgS
23,La Pacquiao,SHB,0.638,0.897,0.163,0.932,1,0.504,199.899,182400,-5.149,0,https://open.spotify.com/track/1Y8c1PcQpbIwNW2z7KhmSc
24,Good News,Mac Miller,0.794,0.32,0.173,0.241,0,0.853,174.088,342040,-12.92,1,https://open.spotify.com/track/1DWZUa5Mzf2BwzpHtgbHPY
25,Sigues Con El,Dímelo Flow,0.883,0.668,0.113,0.676,1,0.11,87.972,226533,-2.957,9,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3
26,Impaciente - Remix,Chencho Corleone,0.806,0.876,0.0529,0.883,0,0.144,165.978,304060,-2.118,4,https://open.spotify.com/track/0XtFQVI5WtK02YKo1sXcRi
27,19 Días y 500 Noches Después,Travis Birds,0.789,0.547,0.295,0.701,1,0.456,93.821,306269,-8.637,0,https://open.spotify.com/track/2rHB1wHcs7wm1mR57JQwN6
28,Mami,Ptazeta,0.616,0.649,0.462,0.659,0,0.598,189.851,189493,-6.558,7,https://open.spotify.com/track/55C0glNSvxJDCfgHwiCZb1
29,Fuera De Mi Mente,Lérica,0.741,0.94,0.101,0.702,1,0.169,93.994,181433,-2.068,1,https://open.spotify.com/track/7bsqRe39lKOYX45FZpzP9o
30,Atrévete,Yago Roche,0.871,0.654,0.15,0.805,0,0.27,95.945,190000,-6.593,11,https://open.spotify.com/track/07Lxxln9lZ8m0hT6EySTCe
31,Te Amaré,Victoria,0.684,0.935,0.0303,0.669,0,0.0662,144.933,214631,-3.7,9,https://open.spotify.com/track/2zu4uEr8p5w1aYgTlC0IOm
32,Batmóvil,Hens,0.782,0.448,0.173,0.56,1,0.253,107.934,203234,-16.617,10,https://open.spotify.com/track/1a071Cx7zQpmyOOb8y0PIq
33,Toss a Coin to Your Witcher,Samuel Kim,0.466,0.48,0.0275,0.189,0,0.588,95.051,177249,-6.434,0,https://open.spotify.com/track/0NMzV2etWr2eBIbUDuKA5I
34,Say So,Doja Cat,0.787,0.673,0.158,0.786,0,0.256,110.962,237893,-4.577,11,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
35,Suicidal,YNW Melly,0.735,0.369,0.0688,0.235,0,0.334,140.004,222997,-9.682,9,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8
36,Dance Monkey,Tones And I,0.825,0.593,0.0988,0.54,0,0.688,98.078,209755,-6.401,6,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
37,Kraazy,Likybo,0.689,0.701,0.237,0.37,0,0.314,94.982,151579,-9.477,6,https://open.spotify.com/track/3s2Qd1rsWqbvOoxpFTRp8D
38,No Dijeron Nada,Oscu,0.702,0.705,0.047,0.906,0,0.0769,114.962,186783,-5.257,1,https://open.spotify.com/track/66YgptYp9124vxw9yFsIGn
39,Rutina,Myke Towers,0.834,0.75,0.18,0.858,1,0.553,95.98,217227,-2.799,1,https://open.spotify.com/track/3YntiCUU0Xqq0B68FM3YAt
40,Hola - Remix,Dalex,0.654,0.672,0.311,0.343,0,0.471,181.857,249520,-5.98,0,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
41,Zorra,Bad Gyal,0.637,0.65,0.185,0.736,1,0.682,176.075,186120,-6.646,11,https://open.spotify.com/track/0OP1RzrglC008kj79Httv3
42,El último verano,Pole.,0.738,0.733,0.0787,0.725,0,0.76,105.031,200046,-7.777,10,https://open.spotify.com/track/2QcCCbU1sOQPlZKm9MFYMY
43,Não Sou Perfeito,Nininho,0.555,0.717,0.354,0.737,0,0.275,104.712,196728,-6.453,8,https://open.spotify.com/track/2C7QiQRCTjb8i99IxWSKin
44,Hostage,Ellrod,0.587,0.626,0.28,0.306,1,0.0588,162.034,194288,-6.398,2,https://open.spotify.com/track/5bPPqySJBV6vWZVLiKEN2I
45,Life Is Good (feat. Drake),Future,0.676,0.609,0.481,0.508,0,0.0706,142.037,237735,-5.831,2,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
46,Eres un Temazo,Suu,0.658,0.688,0.0281,0.544,1,0.235,100.017,170700,-7.383,7,https://open.spotify.com/track/1pfbNOFDohc4ptQ2eI9mTv
47,Tant de bo,Suu,0.387,0.464,0.0899,0.472,1,0.562,89.784,179333,-8.78,10,https://open.spotify.com/track/4PUxQfRnxk0WIcdURld3du
48,Enero 2020,David Cuello,0.843,0.263,0.0618,0.761,1,0.417,142.053,176197,-9.926,4,https://open.spotify.com/track/1zhBDoHlF2is02HQACPye9
49,La Despedida,Cami,0.487,0.371,0.0435,0.133,0,0.861,127.74,189240,-4.57,2,https://open.spotify.com/track/1s8TR4ZPyrRf0E7zbNNjvZ
50,RITMO (Bad Boys For Life),Black Eyed Peas,0.721,0.716,0.0657,0.667,0,0.0334,104.994,221714,-7.037,10,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
1,Quédate conmigo,Pole.,0.58,0.715,0.0394,0.464,1,0.676,145.917,216033,-4.735,1,https://open.spotify.com/track/3T1egHTtRtYoal4SPUJAAe
2,Malibú con Piña,Funzo & Baby Loud,0.642,0.705,0.0409,0.681,0,0.359,96.411,167999,-6.514,11,https://open.spotify.com/track/4T7SpjqFNSpfdAsN66DkiE
3,Me Gusta,Shakira,0.775,0.696,0.0681,0.775,0,0.0559,92.007,190570,-5.184,1,https://open.spotify.com/track/5Xhqh4lwJPtMUTsdBztN1a
4,Tusa,KAROL G,0.803,0.715,0.298,0.574,1,0.295,101.085,200960,-3.28,2,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
5,Morado,J Balvin,0.881,0.696,0.0797,0.781,0,0.137,97.002,200667,-3.838,11,https://open.spotify.com/track/3mQ6SLdxxaL52Yte7KF2Ks
6,Bailé,Ciudad Jara,0.775,0.551,0.0286,0.505,1,0.417,105.024,232495,-8.935,9,https://open.spotify.com/track/44pgUrLmuGZ5v83AIHgeQZ
7,BOOM,X Ambassadors,0.732,0.594,0.0693,0.676,0,0.00805,107.996,164587,-5.911,11,https://open.spotify.com/track/3V9cM3nCH2G66afoDi0snu
8,Blinding Lights,The Weeknd,0.513,0.796,0.0629,0.345,1,0.00147,171.017,201573,-4.075,1,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
9,Dream Girl - Remix,Ir Sais,0.767,0.643,0.101,0.536,1,0.216,169.99,192452,-5.225,5,https://open.spotify.com/track/099tjv6oy2opbpCOA3nBwX
10,No Te Esperaba,MANTRA,0.472,0.743,0.0736,0.239,1,0.0169,183.895,200628,-7.795,9,https://open.spotify.com/track/5BkY7Nhl984mR1wt0gdfTB
11,Una Mala (Remix),El Completo Rd,0.864,0.81,0.0442,0.962,1,0.25,130.01,184728,-3.409,5,https://open.spotify.com/track/2maGaB3fNqQnyrG3FDiaW3
12,Mami,Ptazeta,0.616,0.649,0.462,0.659,0,0.598,189.851,189493,-6.558,7,https://open.spotify.com/track/55C0glNSvxJDCfgHwiCZb1
13,The Box,Roddy Ricch,0.896,0.586,0.0559,0.642,0,0.104,116.971,196653,-6.687,10,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
