position,track_name,title_author,danceability,energy,speechiness,valence,mode,acousticness,tempo,duration_ms,loudness,key,URL
4,Astronomia,Vicetone,0.653,0.945,0.096,0.326,1,0.00561,126.093,198095,-2.634,5,https://open.spotify.com/track/665AK0ovB11McZRwfa852G
5,New Dens,Mauton,0.879,0.458,0.192,0.39,1,0.268,123.602,130097,-10.924,8,https://open.spotify.com/track/3j5BO6DuCQLCHxHzWjOrDE
6,ROCKSTAR (feat. Roddy Ricch),DaBaby,0.746,0.69,0.164,0.497,1,0.247,89.977,181733,-7.956,11,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
7,Yoga,645AR,0.864,0.613,0.781,0.169,1,0.038,150.067,91200,-6.505,2,https://open.spotify.com/track/2DiybJZJGXyV1UYmngo3eq
8,Tässäkö tää oli? (feat. Leavings-Orkesteri),Arttu Wiskari,0.773,0.644,0.0335,0.801,0,0.151,126.029,222070,-6.092,5,https://open.spotify.com/track/3DxOpRtAzmGviFnsn0aM8m
9,50//50,Vantage,0.837,0.698,0.0511,0.397,1,0.0608,124.136,246167,-7.215,7,https://open.spotify.com/track/36lNDeaRf8F8aYaP0zaHpm
10,Play Date,Melanie Martinez,0.68,0.729,0.0475,0.446,1,0.612,123.97,179867,-5.077,5,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
11,Nuoriso,Jan Nyberg,0.771,0.933,0.0753,0.311,1,0.143,132.017,240931,-5.365,10,https://open.spotify.com/track/6Q2Pa4LUbMMhaJQGxZ0rhg
12,ily (i love you baby) (feat. Emilee),Surf Mesa,0.674,0.774,0.0892,0.33,0,0.0686,112.05,176547,-7.567,11,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
13,Penelope (feat. Clever),william,0.794,0.668,0.0366,0.789,1,0.0434,129.948,183702,-6.24,9,https://open.spotify.com/track/4NVHhia6yRB4RsRTlpzsz3
14,Banana (feat. Shaggy),Conkarah,0.856,0.834,0.245,0.824,1,0.0582,95.056,184421,-4.012,8,https://open.spotify.com/track/6ON9qDoT2beR9dQ0evOOj1
15,Astronomia 2K19 - Radio Edit,Stephan F,0.666,0.69,0.219,0.546,0,0.000569,126.17,190486,-4.952,6,https://open.spotify.com/track/56Z3lLPTcozYkoAl9HsQLI
16,Disingenuous,Flight,0.777,0.752,0.223,0.451,1,0.0897,92.015,208771,-5.795,4,https://open.spotify.com/track/77N3t8CNrUQV2f2SLQzs9Q
17,Hyvännäköinen,Jonna Tervomaa,0.912,0.724,0.038,0.907,0,0.0327,129.105,207182,-9.392,7,https://open.spotify.com/track/1rsU7CQJZi6XwbdEIWruU4
18,Deep End Freestyle,Sleepy Hallow,0.876,0.479,0.44,0.776,0,0.703,133.858,115200,-6.687,4,https://open.spotify.com/track/4zTPYAf5scZdp0LnwPPeWK
19,Coffin Dance,Music Falcon,0.728,0.479,0.0343,0.117,1,0.00986,124.075,135847,-10.786,4,https://open.spotify.com/track/50fboiidqkAhrE5dNueFKR
20,Naisten kaljailta,Eija Sinikka,0.827,0.632,0.0724,0.897,1,0.274,131.175,168085,-8.66,4,https://open.spotify.com/track/1wCGctqepYgWEN0NescTj5
21,IDK You Yet,Alexander 23,0.629,0.306,0.0424,0.191,1,0.884,76.994,184638,-11.735,1,https://open.spotify.com/track/47EWMOElkkbMp5m9SBkx7d
22,Skechers,DripReport,0.903,0.327,0.0877,0.274,1,0.26,100.008,106000,-9.727,1,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
23,Niskalaukaus,Nova,0.763,0.829,0.306,0.596,1,0.571,93.0,91200,-6.149,5,https://open.spotify.com/track/0VIJk38lrlNRMfhreZtDLj
24,LMK,Lil Xxel,0.748,0.457,0.0465,0.464,1,0.0292,123.035,188293,-7.56,6,https://open.spotify.com/track/4s0hDz7zGgZUav9EvzyLsB
25,Rockstar Shit,BLIND.SEE,0.916,0.445,0.571,0.0519,1,0.0179,140.124,128496,-7.143,7,https://open.spotify.com/track/2MvxhedNhxhj32eVQJnmII
26,Mariposa,Peach Tree Rascals,0.676,0.525,0.028,0.421,1,0.617,112.011,210000,-5.88,9,https://open.spotify.com/track/4ja2gzrNh9VNigzoXfmbwD
27,I Like Him,Princess Nokia,0.893,0.579,0.113,0.611,1,0.0641,133.018,132453,-8.995,9,https://open.spotify.com/track/68UU9oaQtMDnh6PRlW842H
28,Liruma,Liruma,0.506,0.575,0.0451,0.289,0,0.00254,179.878,190500,-7.501,0,https://open.spotify.com/track/5KgoNeUimJ3sdmNybjl8wL
29,Anime Thighs,MC Virgins,0.865,0.311,0.434,0.59,1,0.212,93.006,155037,-16.994,2,https://open.spotify.com/track/3nWeDCCPMUM9KkYCwc3gy1
30,Ruthless (Nice Guys Always Finish Last),MarMar Oso,0.724,0.269,0.0456,0.866,1,0.388,86.042,233023,-15.465,5,https://open.spotify.com/track/6HeCk6yewXH7WO4D93eub9
31,Jotain Aitoo,Redi Niska,0.653,0.549,0.186,0.158,0,0.128,171.826,200930,-9.437,10,https://open.spotify.com/track/798rCUH701tFyrpogxQbgB
32,Dumhdurum,Apink,0.655,0.921,0.0606,0.704,0,0.137,114.913,208053,-2.162,8,https://open.spotify.com/track/2ljLbFotsy2hFxAkjpsfbb
33,Tutti Frutti,Little Richard,0.555,0.658,0.0541,0.937,1,0.793,184.835,144227,-3.866,5,https://open.spotify.com/track/2iXcvnD3d1gfLBum0cE5Eg
34,eighty,Landspeed,0.867,0.587,0.21,0.456,0,0.0725,110.142,149185,-8.125,6,https://open.spotify.com/track/6T6Ok215XR8OAJ4Bvd77Nq
35,Miljoona Valoo,Leo Luthando,0.615,0.865,0.112,0.391,1,0.271,186.066,182565,-3.98,1,https://open.spotify.com/track/3JSwNIPiHSdHqKjgGZyV4G
36,La Isla Bonita,Hr. Troels,0.733,0.86,0.12,0.599,0,0.102,107.865,206389,-3.85,1,https://open.spotify.com/track/3oJYe7NI7juu1HIGyyvwec
37,PTSD,G Herbo,0.883,0.808,0.183,0.805,0,0.0317,119.012,232065,-3.158,1,https://open.spotify.com/track/3jT2LKH0RSbQ8jIUNFzXm5
38,Control,Zoe Wees,0.599,0.465,0.0314,0.0678,1,0.643,113.82,230880,-4.95,4,https://open.spotify.com/track/50Td3qilgs8BLtv8mHyT1t
39,Bonnie x Clyde,Ninski,0.721,0.562,0.0362,0.476,1,0.128,125.054,196800,-8.594,0,https://open.spotify.com/track/2MwDjdXfDGWJOYvQBzGfHE
40,Boss Bitch,Doja Cat,0.707,0.955,0.222,0.575,0,0.127,125.989,134240,-4.593,10,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
41,I'm Yer Dad,GRLwood,0.551,0.953,0.17,0.176,1,0.0106,128.462,144109,-4.695,0,https://open.spotify.com/track/0GxbglYySl18aZDIaGu1RU
42,Neljän Seinän Valtias,Diskotimantti,0.735,0.78,0.0668,0.696,1,0.00678,127.997,193000,-5.209,5,https://open.spotify.com/track/2Xe0LukPZhpPDuuDD2KUBi
43,Sykepleierinnen (Sykehuset 2020),El Papi,0.672,0.534,0.0354,0.498,1,0.561,90.019,182000,-5.79,9,https://open.spotify.com/track/0OdiOUBYdTUuw4aMGr1oqP
44,Oh my god,(G)I-DLE,0.794,0.762,0.0392,0.482,0,0.0358,109.97,195867,-3.525,4,https://open.spotify.com/track/2DmRXiyn03tOqKgEJXlaiJ
45,Танцевать,Molchat Doma,0.541,0.803,0.036,0.814,1,0.521,84.982,202846,-4.494,7,https://open.spotify.com/track/6PF9c5r8Lp0K2RiodWnAKW
46,Breaking Me,Topic,0.789,0.72,0.218,0.664,0,0.223,122.031,166794,-5.652,8,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
47,Supalonely,BENEE,0.863,0.631,0.0534,0.817,1,0.305,128.977,223480,-4.689,7,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
48,In My Bones,Ray Dalton,0.636,0.699,0.0396,0.709,0,0.302,96.962,191053,-4.432,5,https://open.spotify.com/track/6yHVyMdC08djbP86mdkP3G
49,Sexy,JoeVille,0.964,0.462,0.138,0.592,0,0.000454,121.991,193384,-11.11,5,https://open.spotify.com/track/2n0vHNx05rdQaTrs2R6Ty7
50,One More Night,Milos,0.706,0.678,0.0833,0.348,0,0.0419,104.944,186000,-10.21,1,https://open.spotify.com/track/11ZoqTPkTgngprODZuxgOv
1,Судно (Борис Рижий),Molchat Doma,0.484,0.749,0.0687,0.468,1,0.699,160.006,141395,-4.176,1,https://open.spotify.com/track/6DONTnamNDOJdO6DzCu71p
2,Astronomia,Vicetone,0.653,0.945,0.096,0.326,1,0.00561,126.093,198095,-2.634,5,https://open.spotify.com/track/665AK0ovB11McZRwfa852G
3,50//50,Vantage,0.837,0.698,0.0511,0.397,1,0.0608,124.136,246167,-7.215,7,https://open.spotify.com/track/36lNDeaRf8F8aYaP0zaHpm
4,Neljän Seinän Valtias,Diskotimantti,0.735,0.78,0.0668,0.696,1,0.00678,127.997,193000,-5.209,5,https://open.spotify.com/track/2Xe0LukPZhpPDuuDD2KUBi
5,August,Intelligency,0.835,0.559,0.0323,0.509,0,0.314,125.023,179520,-9.852,2,https://open.spotify.com/track/3ZQ3kDvbNYIZI4uR1qQHII
6,Astronomia 2K19 - Radio Edit,Stephan F,0.666,0.69,0.219,0.546,0,0.000569,126.17,190486,-4.952,6,https://open.spotify.com/track/56Z3lLPTcozYkoAl9HsQLI
7,Yoga,645AR,0.864,0.613,0.781,0.169,1,0.038,150.067,91200,-6.505,2,https://open.spotify.com/track/2DiybJZJGXyV1UYmngo3eq
8,Tässäkö tää oli? (feat. Leavings-Orkesteri),Arttu Wiskari,0.773,0.644,0.0335,0.801,0,0.151,126.029,222070,-6.092,5,https://open.spotify.com/track/3DxOpRtAzmGviFnsn0aM8m
9,LMK,Lil Xxel,0.749,0.457,0.0464,0.448,1,0.0298,123.03,188293,-7.515,6,https://open.spotify.com/track/0efL46uAuNEfukXQYsbPlX
10,Naisten kaljailta,Eija Sinikka,0.827,0.632,0.0724,0.897,1,0.274,131.175,168085,-8.66,4,https://open.spotify.com/track/1wCGctqepYgWEN0NescTj5
11,Bella Ciao - Música Original de la Serie la Casa de Papel/ Money Heist,Manu Pilas,0.46,0.564,0.0343,0.962,0,0.538,135.178,139845,-10.329,9,https://open.spotify.com/track/3lWzVNe1yFZlkeBBzUuZYu
12,Hyvännäköinen,Jonna Tervomaa,0.912,0.724,0.038,0.907,0,0.0327,129.105,207182,-9.392,7,https://open.spotify.com/track/1rsU7CQJZi6XwbdEIWruU4
13,Play Date,Melanie Martinez,0.68,0.729,0.0475,0.446,1,0.612,123.97,179867,-5.077,5,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
14,Disingenuous,Flight,0.777,0.752,0.223,0.451,1,0.0897,92.015,208771,-5.795,4,https://open.spotify.com/track/77N3t8CNrUQV2f2SLQzs9Q
15,ily (i love you baby) (feat. Emilee),Surf Mesa,0.674,0.774,0.0892,0.33,0,0.0686,112.05,176547,-7.567,11,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
16,Penelope (feat. Clever),william,0.794,0.668,0.0366,0.789,1,0.0434,129.948,183702,-6.24,9,https://open.spotify.com/track/4NVHhia6yRB4RsRTlpzsz3
17,Mitä Sydän Sanoo,Kake Karisson,0.601,0.889,0.0445,0.414,0,0.0224,169.86,219160,-4.323,6,https://open.spotify.com/track/1g110WAU5T9B8t7IDAZyNc
18,Jotain Aitoo,Redi Niska,0.653,0.549,0.186,0.158,0,0.128,171.826,200930,-9.437,10,https://open.spotify.com/track/798rCUH701tFyrpogxQbgB
19,Kenen joukoissa seisot,KOM-teatteri,0.514,0.241,0.053,0.394,0,0.492,130.608,136173,-13.743,7,https://open.spotify.com/track/7wWwL4QvPvTyu2iKyGJRGR
20,Skechers,DripReport,0.903,0.327,0.0877,0.274,1,0.26,100.008,106000,-9.727,1,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
21,Deep End Freestyle,Sleepy Hallow,0.876,0.479,0.44,0.776,0,0.703,133.858,115200,-6.687,4,https://open.spotify.com/track/4zTPYAf5scZdp0LnwPPeWK
22,Joensuu,joku iiris,0.556,0.3,0.0397,0.47,1,0.815,100.444,127500,-4.635,0,https://open.spotify.com/track/2gXzRL5AAn0qE8XgeI1h0K
23,(i hope you) miss me,Joseph Black,0.734,0.596,0.324,0.317,0,0.118,98.024,159171,-10.023,6,https://open.spotify.com/track/1Zv2jT7iZu98Feqpzhn0nd
24,Nuoriso,Jan Nyberg,0.771,0.933,0.0753,0.311,1,0.143,132.017,240931,-5.365,10,https://open.spotify.com/track/6Q2Pa4LUbMMhaJQGxZ0rhg
25,Uuden edessä,Toivon kärki,0.517,0.756,0.0397,0.684,1,0.0922,77.913,238261,-5.961,0,https://open.spotify.com/track/2QYh6SwGriOyWqHNhUvj8b
26,Phantom,Allen Mock,0.559,0.787,0.3,0.158,1,0.0722,149.801,167634,-4.137,6,https://open.spotify.com/track/7x5D2lZ591PU7IOn9QZ7hv
27,Genie in a Bottle,AZ2A,0.736,0.852,0.0379,0.781,0,0.039,124.01,181882,-5.292,5,https://open.spotify.com/track/0VzpOBMkWkXKdwCmivTxhk
28,Anime Thighs,MC Virgins,0.865,0.311,0.434,0.59,1,0.212,93.006,155037,-16.994,2,https://open.spotify.com/track/3nWeDCCPMUM9KkYCwc3gy1
29,One More Night,Milos,0.706,0.678,0.0833,0.348,0,0.0419,104.944,186000,-10.21,1,https://open.spotify.com/track/11ZoqTPkTgngprODZuxgOv
30,Bella ciao - HUGEL Remix,El Profesor,0.838,0.406,0.0878,0.655,0,0.196,126.02,165533,-11.833,11,https://open.spotify.com/track/1MFSD0AkPk8Yq7TDEhrHcb
31,Kansainvälinen,KOM-teatteri,0.712,0.277,0.0304,0.721,1,0.751,103.122,153267,-10.178,5,https://open.spotify.com/track/2v5hmiFyiZpM5fSairingj
32,Kesälaif,Lidl Stingy,0.626,0.727,0.0338,0.497,1,0.113,140.03,169098,-5.694,5,https://open.spotify.com/track/4tqRW2JT5cLiD1VLXv3l85
33,Ajaton,Gracias,0.849,0.666,0.043,0.419,0,0.321,110.029,189211,-6.081,2,https://open.spotify.com/track/6us2dlkQGHkU1vcpWggZDT
34,Riistäjän lait,KOM-teatteri,0.727,0.375,0.041,0.874,0,0.44,96.805,205267,-13.589,0,https://open.spotify.com/track/1VivKUcyE4WaKYtccqgGXD
35,Sykepleierinnen (Sykehuset 2020),El Papi,0.672,0.534,0.0354,0.498,1,0.561,90.019,182000,-5.79,9,https://open.spotify.com/track/0OdiOUBYdTUuw4aMGr1oqP
36,I'm Yer Dad,GRLwood,0.551,0.953,0.17,0.176,1,0.0106,128.462,144109,-4.695,0,https://open.spotify.com/track/0GxbglYySl18aZDIaGu1RU
37,IDK You Yet,Alexander 23,0.629,0.306,0.0424,0.191,1,0.884,76.994,184638,-11.735,1,https://open.spotify.com/track/47EWMOElkkbMp5m9SBkx7d
38,The Dead Don't Dream,Verneri Pohjola,0.483,0.158,0.0335,0.183,0,0.865,126.848,483293,-15.966,0,https://open.spotify.com/track/00JtEadfXVB5l4C8KFsqqB
39,Åka Båt,Krämmeskog Clubbers,0.726,0.983,0.064,0.317,0,0.298,139.984,217078,-3.882,8,https://open.spotify.com/track/2hrnGGv7skJmnX4HPoA6cB
40,Tuhansien Lärvien Maa,Petri Nygård,0.704,0.736,0.0364,0.57,0,0.0767,87.98,157306,-4.208,6,https://open.spotify.com/track/6fSIWSitgWxDUUY4WcaEpe
41,Rover (feat. DTG),S1mba,0.613,0.624,0.206,0.804,0,0.496,62.948,167917,-6.66,11,https://open.spotify.com/track/4slSrbTK1sNK4I1mDYEthf
42,Mariposa,Peach Tree Rascals,0.676,0.525,0.028,0.421,1,0.617,112.011,210000,-5.88,9,https://open.spotify.com/track/4ja2gzrNh9VNigzoXfmbwD
43,Rockstar Shit,BLIND.SEE,0.916,0.445,0.571,0.0519,1,0.0179,140.124,128496,-7.143,7,https://open.spotify.com/track/2MvxhedNhxhj32eVQJnmII
44,Fire for You,Cannons,0.737,0.678,0.0953,0.687,0,0.12,102.045,231826,-7.012,6,https://open.spotify.com/track/7MXMcK1xAEYzkfjKKwh6ry
45,After Party,Don Toliver,0.629,0.692,0.0376,0.453,1,0.00981,162.948,167916,-8.045,5,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da
46,Vatanen Ja Kankkunen,VIIO,0.713,0.821,0.0531,0.485,1,0.0824,125.024,172729,-5.212,0,https://open.spotify.com/track/5wmrB5aRsoSkAbFwN2r93Q
47,Thank You [Not So Bad],VIZE,0.656,0.89,0.187,0.268,0,0.201,100.037,197963,-4.981,5,https://open.spotify.com/track/4AqN8IdKCfItCSbuaFch81
48,Ei Oo Aikaa,Olli Antonio,0.833,0.363,0.0911,0.397,0,0.024,76.979,184375,-11.713,6,https://open.spotify.com/track/2QLzu1ZlQ7o36a268R1ocL
49,Boss Bitch,Doja Cat,0.707,0.955,0.222,0.575,0,0.127,125.989,134240,-4.593,10,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
50,Tivolit,BEHM,0.645,0.47,0.0282,0.405,0,0.318,103.048,211477,-9.044,1,https://open.spotify.com/track/2utt674vADrUfuHtwWZ6hn
1,Astronomia,Vicetone,0.653,0.945,0.096,0.326,1,0.00561,126.093,198095,-2.634,5,https://open.spotify.com/track/665AK0ovB11McZRwfa852G
2,Astronomia 2K19 - Radio Edit,Stephan F,0.666,0.69,0.219,0.546,0,0.000569,126.17,190486,-4.952,6,https://open.spotify.com/track/56Z3lLPTcozYkoAl9HsQLI
3,Neljän Seinän Valtias,Diskotimantti,0.735,0.78,0.0668,0.696,1,0.00678,127.997,193000,-5.209,5,https://open.spotify.com/track/2Xe0LukPZhpPDuuDD2KUBi
4,Joensuu,joku iiris,0.556,0.3,0.0397,0.47,1,0.815,100.444,127500,-4.635,0,https://open.spotify.com/track/2gXzRL5AAn0qE8XgeI1h0K
5,ily (i love you baby) (feat. Emilee),Surf Mesa,0.674,0.774,0.0892,0.33,0,0.0686,112.05,176547,-7.567,11,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
6,August,Intelligency,0.835,0.559,0.0323,0.509,0,0.314,125.023,179520,-9.852,2,https://open.spotify.com/track/3ZQ3kDvbNYIZI4uR1qQHII
7,Bella Ciao - Música Original de la Serie la Casa de Papel/ Money Heist,Manu Pilas,0.46,0.564,0.0343,0.962,0,0.538,135.178,139845,-10.329,9,https://open.spotify.com/track/3lWzVNe1yFZlkeBBzUuZYu
8,Skechers,DripReport,0.903,0.327,0.0877,0.274,1,0.26,100.008,106000,-9.727,1,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
9,Penelope (feat. Clever),william,0.794,0.668,0.0366,0.789,1,0.0434,129.948,183702,-6.24,9,https://open.spotify.com/track/4NVHhia6yRB4RsRTlpzsz3
10,Phantom,Allen Mock,0.559,0.787,0.3,0.158,1,0.0722,149.801,167634,-4.137,6,https://open.spotify.com/track/7x5D2lZ591PU7IOn9QZ7hv
11,New Dens,Mauton,0.879,0.458,0.192,0.39,1,0.268,123.602,130097,-10.924,8,https://open.spotify.com/track/3j5BO6DuCQLCHxHzWjOrDE
12,Kansainvälinen,KOM-teatteri,0.712,0.277,0.0304,0.721,1,0.751,103.122,153267,-10.178,5,https://open.spotify.com/track/2v5hmiFyiZpM5fSairingj
13,Anime Thighs,MC Virgins,0.865,0.311,0.434,0.59,1,0.212,93.006,155037,-16.994,2,https://open.spotify.com/track/3nWeDCCPMUM9KkYCwc3gy1
14,Astronomia,Tony Igy,0.818,0.759,0.267,0.641,1,0.21,126.081,201487,-5.327,2,https://open.spotify.com/track/6ulon8Un1tOwzQbAJGZYvi
15,Seppo Räty Berghainissa,Business City,0.703,0.799,0.0837,0.305,1,0.00017,136.958,284596,-5.729,9,https://open.spotify.com/track/2oJNp4TpFZ8aP1P4zvKjqk
16,Čuđeh,Amoc,0.768,0.718,0.214,0.117,1,0.329,100.001,240000,-8.865,2,https://open.spotify.com/track/2WQHxfaaFjJWuY12rmicas
17,Yoga,645AR,0.864,0.613,0.781,0.169,1,0.038,150.067,91200,-6.505,2,https://open.spotify.com/track/2DiybJZJGXyV1UYmngo3eq
18,LMK,Lil Xxel,0.749,0.457,0.0464,0.448,1,0.0298,123.03,188293,-7.515,6,https://open.spotify.com/track/0efL46uAuNEfukXQYsbPlX
19,Судно (Борис Рижий),Molchat Doma,0.484,0.749,0.0687,0.468,1,0.699,160.006,141395,-4.176,1,https://open.spotify.com/track/6DONTnamNDOJdO6DzCu71p
20,Vittumainen mies,Sepi Kumpulainen,0.707,0.57,0.0594,0.752,1,0.454,88.791,241184,-7.333,1,https://open.spotify.com/track/7cqzghhsl5I7dZ5mn2vB44
21,Tuhansien Lärvien Maa,Petri Nygård,0.704,0.736,0.0364,0.57,0,0.0767,87.98,157306,-4.208,6,https://open.spotify.com/track/6fSIWSitgWxDUUY4WcaEpe
22,Toosie Slide,Drake,0.834,0.454,0.201,0.837,0,0.321,81.618,247059,-9.75,1,https://open.spotify.com/track/127QTOFJsJQp5LbJbu3A1y
23,Play Date,Melanie Martinez,0.68,0.729,0.0475,0.446,1,0.612,123.97,179867,-5.077,5,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
24,Pew Pew Pew,Auntie Hammy,0.953,0.57,0.228,0.369,1,0.116,130.018,164308,-6.996,9,https://open.spotify.com/track/4YpB6dVeCG1UTsk3MWbwKn
25,Naisten kaljailta,Eija Sinikka,0.827,0.632,0.0724,0.897,1,0.274,131.175,168085,-8.66,4,https://open.spotify.com/track/1wCGctqepYgWEN0NescTj5
26,They Call Me Tiago (Her Name Is Margo),Tiagz,0.878,0.578,0.0722,0.148,1,0.196,100.996,154455,-7.581,0,https://open.spotify.com/track/1UxYmRBBJMMuzYcK9miSYs
27,Savage,Megan Thee Stallion,0.843,0.741,0.334,0.68,1,0.0252,168.983,155497,-5.609,11,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
28,Genie in a Bottle,AZ2A,0.736,0.852,0.0379,0.781,0,0.039,124.01,181882,-5.292,5,https://open.spotify.com/track/0VzpOBMkWkXKdwCmivTxhk
29,Bella ciao - HUGEL Remix,El Profesor,0.838,0.406,0.0878,0.655,0,0.196,126.02,165533,-11.833,11,https://open.spotify.com/track/1MFSD0AkPk8Yq7TDEhrHcb
30,Deep End Freestyle,Sleepy Hallow,0.876,0.479,0.44,0.776,0,0.703,133.858,115200,-6.687,4,https://open.spotify.com/track/4zTPYAf5scZdp0LnwPPeWK
31,Huomioo,Etta,0.669,0.628,0.0579,0.346,0,0.0311,104.983,198448,-7.077,6,https://open.spotify.com/track/73eg3tED19CScDtuqzxitt
32,Still Softish,Josh Richards,0.925,0.222,0.421,0.633,0,0.576,124.882,161935,-15.385,11,https://open.spotify.com/track/2twKCCzVkqTr7MKEbv3tcj
33,Aika Korjaa,Pohjoinen Uni,0.377,0.928,0.167,0.434,1,0.0507,175.83,189855,-2.723,4,https://open.spotify.com/track/4m3Ig78uXn4WBaH66PHPD0
34,Boss Bitch,Doja Cat,0.707,0.955,0.222,0.575,0,0.127,125.989,134240,-4.593,10,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
35,Kenen joukoissa seisot,Kaisa Korhonen,0.578,0.32,0.0583,0.439,0,0.511,130.534,137693,-11.401,7,https://open.spotify.com/track/5RqikwuNr3e8Hhi44TQbQn
36,Kenen joukoissa seisot,KOM-teatteri,0.514,0.241,0.053,0.394,0,0.492,130.608,136173,-13.743,7,https://open.spotify.com/track/7wWwL4QvPvTyu2iKyGJRGR
37,Rover (feat. DTG),S1mba,0.613,0.624,0.206,0.804,0,0.496,62.948,167917,-6.66,11,https://open.spotify.com/track/4slSrbTK1sNK4I1mDYEthf
38,XS,Rina Sawayama,0.636,0.929,0.151,0.591,0,0.0854,117.012,201060,-3.256,2,https://open.spotify.com/track/3OK3uq0udXEDfEo7bvpNHW
39,The Dead Don't Dream,Verneri Pohjola,0.483,0.158,0.0335,0.183,0,0.865,126.848,483293,-15.966,0,https://open.spotify.com/track/7dmSOv6lYq3NzFv3K6iyQ6
40,I'm Yer Dad,GRLwood,0.551,0.953,0.17,0.176,1,0.0106,128.462,144109,-4.695,0,https://open.spotify.com/track/0GxbglYySl18aZDIaGu1RU
41,Roses - Imanbek Remix,SAINt JHN,0.77,0.724,0.0495,0.898,1,0.0167,121.975,176840,-5.484,8,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
42,Iskelmäprinssi laulaa,Komiat,0.54,0.739,0.0302,0.754,0,0.152,170.068,217053,-7.644,7,https://open.spotify.com/track/7HWU2Jfa5pJXzyTNZbgUtn
43,Supalonely,BENEE,0.863,0.631,0.0534,0.817,1,0.305,128.977,223480,-4.689,7,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
44,In My Bones,Ray Dalton,0.636,0.699,0.0396,0.709,0,0.302,96.962,191053,-4.432,5,https://open.spotify.com/track/6yHVyMdC08djbP86mdkP3G
45,La Isla Bonita,Hr. Troels,0.733,0.86,0.12,0.599,0,0.102,107.865,206389,-3.85,1,https://open.spotify.com/track/3oJYe7NI7juu1HIGyyvwec
46,I Like Him,Princess Nokia,0.893,0.579,0.113,0.611,1,0.0641,133.018,132453,-8.995,9,https://open.spotify.com/track/68UU9oaQtMDnh6PRlW842H
47,Break Shit,Jasiah,0.863,0.587,0.295,0.749,1,0.209,93.29,95484,-7.455,2,https://open.spotify.com/track/0Sd0kdgU6HrIclxYjuV99j
48,Looking To Love,Nick Talos,0.728,0.796,0.0387,0.416,0,0.00468,123.971,200912,-4.798,9,https://open.spotify.com/track/4FsYQpa38VDIUFdYqU0EYu
49,One More Night,Milos,0.706,0.678,0.0833,0.348,0,0.0419,104.944,186000,-10.21,1,https://open.spotify.com/track/11ZoqTPkTgngprODZuxgOv
50,Dance Monkey (8D Audio),8D Tunes,0.481,0.616,0.0482,0.252,0,0.0104,98.041,180485,-10.65,6,https://open.spotify.com/track/4KgAFt6Tt4E96poxgq5dVJ
1,Skechers,DripReport,0.903,0.327,0.0877,0.274,1,0.26,100.008,106000,-9.727,1,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
2,Joensuu,joku iiris,0.556,0.3,0.0397,0.47,1,0.815,100.444,127500,-4.635,0,https://open.spotify.com/track/2gXzRL5AAn0qE8XgeI1h0K
3,Astronomia 2K19 - Radio Edit,Stephan F,0.666,0.69,0.219,0.546,0,0.000569,126.17,190486,-4.952,6,https://open.spotify.com/track/56Z3lLPTcozYkoAl9HsQLI
4,Neljän Seinän Valtias,Diskotimantti,0.735,0.78,0.0668,0.696,1,0.00678,127.997,193000,-5.209,5,https://open.spotify.com/track/2Xe0LukPZhpPDuuDD2KUBi
5,ily (i love you baby) (feat. Emilee),Surf Mesa,0.674,0.774,0.0892,0.33,0,0.0686,112.05,176547,-7.567,11,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
6,Astronomia,Vicetone,0.653,0.945,0.096,0.326,1,0.00561,126.093,198095,-2.634,5,https://open.spotify.com/track/665AK0ovB11McZRwfa852G
7,Penelope (feat. Clever),william,0.794,0.668,0.0366,0.789,1,0.0434,129.948,183702,-6.24,9,https://open.spotify.com/track/4NVHhia6yRB4RsRTlpzsz3
8,New Dens,Mauton,0.879,0.458,0.192,0.39,1,0.268,123.602,130097,-10.924,8,https://open.spotify.com/track/3j5BO6DuCQLCHxHzWjOrDE
9,Seppo Räty Berghainissa,Business City,0.703,0.799,0.0837,0.305,1,0.00017,136.958,284596,-5.729,9,https://open.spotify.com/track/2oJNp4TpFZ8aP1P4zvKjqk
