position,track_name,title_author,danceability,energy,speechiness,valence,mode,acousticness,tempo,duration_ms,loudness,URL
48,Teni Tenime,Sena Şener,0.751,0.45,0.125,0.6,1,0.193,130.994,196099,-7.665,https://open.spotify.com/track/4rHShZ4XGtYTBhBmBsM4GL
49,Yıkılır,Ados,0.671,0.797,0.0434,0.608,0,0.587,140.106,284325,-6.76,https://open.spotify.com/track/13HFzd7WkCb8lEcFVpN0lG
50,Bal Böceği,Barış Manço,0.734,0.457,0.0481,0.507,0,0.473,99.875,226427,-15.607,https://open.spotify.com/track/6o7lNELuxGERPZ9rBede8M
1,ily (i love you baby) (feat. Emilee),Surf Mesa,0.674,0.774,0.0892,0.33,0,0.0686,112.05,176547,-7.567,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
2,Tom's Diner,AnnenMayKantereit,0.68,0.428,0.135,0.334,0,0.376,98.222,269333,-8.107,https://open.spotify.com/track/0oA9wBGDY4uyILLg4GymWP
3,Daha Mutlu Olamam,mor ve ötesi,0.493,0.701,0.0343,0.563,1,0.00884,135.699,220333,-7.01,https://open.spotify.com/track/32VgH3g8D7l7ZuT74FgdPY
4,Bırakma Kendini,Kaan Boşnak,0.652,0.574,0.0261,0.577,0,0.411,103.996,240626,-11.093,https://open.spotify.com/track/087cds8zjbUmokjg2jdMOp
5,Луна не знает пути,Тайпан,0.747,0.484,0.252,0.467,0,0.418,171.97,131163,-7.938,https://open.spotify.com/track/2erwvnNpf1mIyC0M6F7KDg
6,Seni Dert Etmeler,Madrigal,0.552,0.608,0.0274,0.835,0,0.148,88.002,188500,-11.211,https://open.spotify.com/track/2Aq4sw2LKalsQ7m4pzLZ88
7,Ortam Kızı 2,Halil İbrahim Çin,0.867,0.655,0.0964,0.152,1,0.0446,130.922,163053,-6.332,https://open.spotify.com/track/3ARyyMFhvTbJQBnEg0s8OQ
8,Mert KIYAK - Gel,Mert Kıyak,0.78,0.343,0.0769,0.547,0,0.586,84.979,172344,-10.33,https://open.spotify.com/track/7r36IPB6w0rPWMBDVJPshI
9,I Like Him,Princess Nokia,0.893,0.579,0.113,0.611,1,0.0641,133.018,132453,-8.995,https://open.spotify.com/track/68UU9oaQtMDnh6PRlW842H
10,Gidemiyom,Gamze Ökten,0.624,0.756,0.0572,0.842,0,0.396,173.972,196584,-5.091,https://open.spotify.com/track/50tGFnMjB7akNAls1qXJKv
11,Ay Işığında,Nermine Memmedova,0.391,0.0298,0.0366,0.27,0,0.994,103.35,192653,-18.829,https://open.spotify.com/track/20HAyFqvjXcUHvIkJ8PnHF
12,roxstar,Bangers Only,0.862,0.539,0.0787,0.439,1,0.225,130.026,150883,-6.975,https://open.spotify.com/track/5l8rugpVIdln5jHvEQLNla
13,Yağmurlar,Anıl Piyancı,0.71,0.694,0.0477,0.219,0,0.057,115.091,237865,-6.187,https://open.spotify.com/track/3aX0N8IdY9rECrbuuR4FMp
14,Wild World - 2009 Remastered Version,Mr. Big,0.573,0.722,0.0295,0.59,1,0.182,144.209,208560,-6.518,https://open.spotify.com/track/2kj5f1eRhUFhW6K0qUwoD8
15,Луна не знает пути (Demo Version),Тайпан,0.729,0.488,0.389,0.586,0,0.259,172.077,103327,-7.268,https://open.spotify.com/track/39yamZ1XJQBPkRDIBCWcwl
16,Djadja,Aya Nakamura,0.829,0.797,0.109,0.549,1,0.0617,97.972,171133,-5.428,https://open.spotify.com/track/7sKDftgGirHWTVFMtJoDoh
17,Play Date,Melanie Martinez,0.68,0.729,0.0475,0.446,1,0.612,123.97,179867,-5.077,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
18,Sar Bu Şehri (Akustik),Canozan,0.346,0.287,0.0369,0.117,0,0.857,188.62,204331,-10.965,https://open.spotify.com/track/4YiW28JXKVnk0wGTLUfUz8
19,Sağanak,Aspova,0.65,0.455,0.403,0.209,1,0.278,147.937,184865,-9.073,https://open.spotify.com/track/5dxswPRA3fzRsFugp11ws3
20,Rakı Beyazım,Eylül Öztürk,0.686,0.41,0.0831,0.503,0,0.21,75.971,192632,-10.325,https://open.spotify.com/track/6Gwv03FwZ9MEuqQLlgT1hQ
21,Sevmek İstiyorum,Erkut Taçkın,0.769,0.348,0.205,0.539,0,0.582,74.883,171333,-10.088,https://open.spotify.com/track/2jjjFfFZFR1zlaXeGKhacv
22,Yıkılır,Ados,0.671,0.797,0.0434,0.608,0,0.587,140.106,284325,-6.76,https://open.spotify.com/track/13HFzd7WkCb8lEcFVpN0lG
23,Pusu Kuracaklar,Sabri Örge,0.705,0.842,0.115,0.663,1,0.115,113.144,248386,-6.831,https://open.spotify.com/track/5tB6fvAf2fIQDPoauopLj1
24,Bir Sana Bir De Bana,Baba Zula,0.66,0.286,0.0349,0.612,1,0.56,111.091,179053,-13.925,https://open.spotify.com/track/0b83EVqnn2eJGjKvEuIuXt
25,Bugün,Şebnem Ferah,0.735,0.56,0.0293,0.611,0,0.37,130.038,285234,-6.875,https://open.spotify.com/track/6Yqwe9yJsvaX3Ffge75XDP
26,Ты мой кайф,Dzharo & Khanza,0.935,0.832,0.214,0.641,0,0.661,109.086,136514,-1.947,https://open.spotify.com/track/2MHSX5b2U5DEeebmpuX8Ha
27,Bal Böceği,Barış Manço,0.734,0.457,0.0481,0.507,0,0.473,99.875,226427,-15.607,https://open.spotify.com/track/6o7lNELuxGERPZ9rBede8M
28,Don't Rush (feat. Headie One),Young T & Bugsey,0.963,0.449,0.323,0.337,0,0.185,108.043,207827,-8.701,https://open.spotify.com/track/7LRmDx4pMTQuOBBwRT1MCT
29,Nude Atar Mısın - Radio Edit,Ramil Shadman,0.812,0.497,0.0644,0.662,1,0.833,151.054,63768,-10.824,https://open.spotify.com/track/6k6NGPdudDULl7C7aMRDx6
30,Suç,Aspova,0.758,0.684,0.179,0.386,0,0.127,99.994,240000,-8.617,https://open.spotify.com/track/47Ean8ZLIyDCSMz9wS0Za7
31,O Ben Olamam,Mavi Gri,0.272,0.442,0.0496,0.321,0,0.0425,82.809,319270,-10.516,https://open.spotify.com/track/3jwAjmoSIleloreUAmTkBI
32,Beni Kendinden Kurtar,Perdenin Ardındakiler,0.456,0.311,0.0289,0.216,0,0.61,156.193,206434,-9.18,https://open.spotify.com/track/15XIirnxN07thDhFLuFbH6
33,Seviyo mu? Sevmiyo mu?,Zeki Güner,0.642,0.648,0.0375,0.568,0,0.357,122.042,220761,-6.872,https://open.spotify.com/track/4WBndiNgcdZbsHvCNl2eOI
34,Homage,Mild High Club,0.546,0.468,0.0287,0.416,1,0.153,73.372,177493,-8.167,https://open.spotify.com/track/7pegxVesMmE2qK0o58xoFG
35,Savage,Megan Thee Stallion,0.843,0.741,0.334,0.68,1,0.0252,168.983,155497,-5.609,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
36,Teni Tenime,Sena Şener,0.751,0.45,0.125,0.6,1,0.193,130.994,196099,-7.665,https://open.spotify.com/track/4rHShZ4XGtYTBhBmBsM4GL
37,Boss Bitch,Doja Cat,0.707,0.955,0.222,0.575,0,0.127,125.989,134240,-4.593,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
38,Deep End Freestyle,Sleepy Hallow,0.876,0.479,0.44,0.776,0,0.703,133.858,115200,-6.687,https://open.spotify.com/track/4zTPYAf5scZdp0LnwPPeWK
39,The March,Arcadian Child,0.29,0.498,0.0371,0.191,1,0.399,130.103,362481,-10.387,https://open.spotify.com/track/2ujk0Bq9fe9aWV8FTLjqi1
40,death bed (coffee for your head) (feat. beabadoobee),Powfu,0.726,0.431,0.135,0.348,0,0.731,144.026,173333,-8.765,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
41,Kalmam,Ebru Yaşar,0.704,0.651,0.133,0.54,0,0.519,144.965,208966,-6.445,https://open.spotify.com/track/5dCXnMbtn7Uzb4lHolYUPd
42,Dönme Dolap,Aylin Yeliz,0.564,0.487,0.0538,0.271,0,0.286,80.087,185590,-10.503,https://open.spotify.com/track/3jAsCua8Hc59ovya4WPRc2
43,Dünyadan Uzak,Pinhani,0.583,0.542,0.0291,0.354,0,0.029,102.94,247243,-8.366,https://open.spotify.com/track/4KhTyJ1cJeHaY4ZS2u3e6A
44,Завяла роза,NeyWein,0.634,0.896,0.357,0.675,0,0.232,86.956,157832,-3.399,https://open.spotify.com/track/2RQ1X5TKvoKiOeyZv0bD5W
45,Skechers,DripReport,0.903,0.327,0.0877,0.274,1,0.26,100.008,106000,-9.727,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
46,Git,Tuğkan,0.483,0.202,0.0742,0.51,0,0.89,96.626,194664,-13.214,https://open.spotify.com/track/74X5unR9tSMdpDiLiIX9Mu
47,Amy,Dega,0.609,0.496,0.0364,0.0372,0,0.377,139.984,205714,-6.73,https://open.spotify.com/track/6oafz8lWdUukMHKucmblnt
48,En Büyük Hatanım,Sancak,0.593,0.737,0.0596,0.661,0,0.236,165.85,156958,-5.672,https://open.spotify.com/track/0Tm6VZ5nwe5Lrso9j1Bx0U
49,Hayatta Kal,Anıl Selvi,0.62,0.721,0.14,0.359,0,0.302,147.865,193676,-6.522,https://open.spotify.com/track/2G9lqpZWUas64G0P3oTSaJ
50,Yıkılmam Asla,Ayça Özefe,0.619,0.506,0.0859,0.324,0,0.866,119.906,152000,-10.4,https://open.spotify.com/track/3t2nEhZ1dkAIvG4KyJd1LR
1,ily (i love you baby) (feat. Emilee),Surf Mesa,0.674,0.774,0.0892,0.33,0,0.0686,112.05,176547,-7.567,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
2,Daha Mutlu Olamam,mor ve ötesi,0.493,0.701,0.0343,0.563,1,0.00884,135.699,220333,-7.01,https://open.spotify.com/track/32VgH3g8D7l7ZuT74FgdPY
3,Луна не знает пути,Тайпан,0.747,0.484,0.252,0.467,0,0.418,171.97,131163,-7.938,https://open.spotify.com/track/2erwvnNpf1mIyC0M6F7KDg
4,Tom's Diner,AnnenMayKantereit,0.68,0.428,0.135,0.334,0,0.376,98.222,269333,-8.107,https://open.spotify.com/track/0oA9wBGDY4uyILLg4GymWP
5,Seni Dert Etmeler,Madrigal,0.552,0.608,0.0274,0.835,0,0.148,88.002,188500,-11.211,https://open.spotify.com/track/2Aq4sw2LKalsQ7m4pzLZ88
6,Djadja,Aya Nakamura,0.829,0.797,0.109,0.549,1,0.0617,97.972,171133,-5.428,https://open.spotify.com/track/7sKDftgGirHWTVFMtJoDoh
7,Wild World - 2009 Remastered Version,Mr. Big,0.573,0.722,0.0295,0.59,1,0.182,144.209,208560,-6.518,https://open.spotify.com/track/2kj5f1eRhUFhW6K0qUwoD8
8,Bir Sana Bir De Bana,Baba Zula,0.66,0.286,0.0349,0.612,1,0.56,111.091,179053,-13.925,https://open.spotify.com/track/0b83EVqnn2eJGjKvEuIuXt
9,Mert KIYAK - Gel,Mert Kıyak,0.78,0.343,0.0769,0.547,0,0.586,84.979,172344,-10.33,https://open.spotify.com/track/7r36IPB6w0rPWMBDVJPshI
10,Yağmurlar,Anıl Piyancı,0.71,0.694,0.0477,0.219,0,0.057,115.091,237865,-6.187,https://open.spotify.com/track/3aX0N8IdY9rECrbuuR4FMp
11,Луна не знает пути (Demo Version),Тайпан,0.729,0.488,0.389,0.586,0,0.259,172.077,103327,-7.268,https://open.spotify.com/track/39yamZ1XJQBPkRDIBCWcwl
12,Hayatımın Nakaratı,Görkem Sağlam,0.51,0.381,0.0282,0.234,0,0.763,142.032,223920,-7.642,https://open.spotify.com/track/2L5i99cJ6TCHb7qGw2aQu5
13,Sevmek İstiyorum,Erkut Taçkın,0.769,0.348,0.205,0.539,0,0.582,74.883,171333,-10.088,https://open.spotify.com/track/2jjjFfFZFR1zlaXeGKhacv
14,Sar Bu Şehri (Akustik),Canozan,0.346,0.287,0.0369,0.117,0,0.857,188.62,204331,-10.965,https://open.spotify.com/track/4YiW28JXKVnk0wGTLUfUz8
15,Nude Atar Mısın - Radio Edit,Ramil Shadman,0.812,0.497,0.0644,0.662,1,0.833,151.054,63768,-10.824,https://open.spotify.com/track/6k6NGPdudDULl7C7aMRDx6
16,Bugün,Şebnem Ferah,0.735,0.56,0.0293,0.611,0,0.37,130.038,285234,-6.875,https://open.spotify.com/track/6Yqwe9yJsvaX3Ffge75XDP
17,Homage,Mild High Club,0.546,0.468,0.0287,0.416,1,0.153,73.372,177493,-8.167,https://open.spotify.com/track/7pegxVesMmE2qK0o58xoFG
18,I Like Him,Princess Nokia,0.893,0.579,0.113,0.611,1,0.0641,133.018,132453,-8.995,https://open.spotify.com/track/68UU9oaQtMDnh6PRlW842H
19,Kopardılar Seni Benden,Yaren Doğan,0.695,0.611,0.0299,0.417,0,0.671,129.962,166154,-6.773,https://open.spotify.com/track/23dmF1QdE2kJGElrJusicX
20,The March,Arcadian Child,0.29,0.498,0.0371,0.191,1,0.399,130.103,362481,-10.387,https://open.spotify.com/track/2ujk0Bq9fe9aWV8FTLjqi1
21,Fikrimin İnce Gülü,Özdemir,0.534,0.29,0.0416,0.544,0,0.925,155.157,203540,-12.168,https://open.spotify.com/track/5LsG5KmzRTyA3qlAdNwHTJ
22,Thunder,Catnapp,0.629,0.745,0.0318,0.459,1,0.847,89.979,240070,-9.437,https://open.spotify.com/track/1d4m1qmn5Bu2Y7dXBCM1kw
23,Play Date,Melanie Martinez,0.68,0.729,0.0475,0.446,1,0.612,123.97,179867,-5.077,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
24,Love Show Me What to Do,Wayne Murray,0.557,0.354,0.0299,0.135,0,0.00173,117.974,227873,-11.795,https://open.spotify.com/track/1KPSj7nuDKvdFrLHMN2C1s
25,Toosie Slide,Drake,0.83,0.49,0.209,0.845,0,0.289,81.604,247059,-8.82,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
26,Yıkılır,Ados,0.671,0.797,0.0434,0.608,0,0.587,140.106,284325,-6.76,https://open.spotify.com/track/13HFzd7WkCb8lEcFVpN0lG
27,Don't Rush (feat. Headie One),Young T & Bugsey,0.963,0.449,0.323,0.337,0,0.185,108.043,207827,-8.701,https://open.spotify.com/track/7LRmDx4pMTQuOBBwRT1MCT
28,O Ben Olamam,Mavi Gri,0.272,0.442,0.0496,0.321,0,0.0425,82.809,319270,-10.516,https://open.spotify.com/track/3jwAjmoSIleloreUAmTkBI
29,Hayatta Kal,Anıl Selvi,0.62,0.721,0.14,0.359,0,0.302,147.865,193676,-6.522,https://open.spotify.com/track/2G9lqpZWUas64G0P3oTSaJ
30,Skechers,DripReport,0.903,0.327,0.0877,0.274,1,0.26,100.008,106000,-9.727,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
31,death bed (coffee for your head) (feat. beabadoobee),Powfu,0.726,0.431,0.135,0.348,0,0.731,144.026,173333,-8.765,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
32,Rolex,Ayo & Teo,0.804,0.886,0.04,0.789,1,0.0837,144.946,238587,-2.512,https://open.spotify.com/track/0pSBuHjILhNEo55xK1zrRt
33,Beni Kendinden Kurtar,Perdenin Ardındakiler,0.456,0.311,0.0289,0.216,0,0.61,156.193,206434,-9.18,https://open.spotify.com/track/15XIirnxN07thDhFLuFbH6
34,Ты мой кайф,Dzharo & Khanza,0.935,0.832,0.214,0.641,0,0.661,109.086,136514,-1.947,https://open.spotify.com/track/2MHSX5b2U5DEeebmpuX8Ha
35,Savage,Megan Thee Stallion,0.843,0.741,0.334,0.68,1,0.0252,168.983,155497,-5.609,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
36,Sve Je Laž,Dino Merlin,0.629,0.572,0.031,0.501,0,0.24,147.94,255613,-8.488,https://open.spotify.com/track/4yFccPfzKmgIMb44c0J0a5
37,Kalmam,Ebru Yaşar,0.704,0.651,0.133,0.54,0,0.519,144.965,208966,-6.445,https://open.spotify.com/track/5dCXnMbtn7Uzb4lHolYUPd
38,En el Aire,Vega Almohalla,0.562,0.537,0.108,0.416,1,0.194,169.908,185993,-6.808,https://open.spotify.com/track/6T3O2ghWXY2eJHdlHh6iFN
39,Perişanım,Edis,0.8,0.538,0.136,0.357,1,0.445,162.972,192192,-7.791,https://open.spotify.com/track/2a6bzWnkJpZi7mFec9JlIA
40,Where Is My Mind?,Pixies,0.518,0.436,0.0349,0.27,1,0.0157,80.88,236973,-14.134,https://open.spotify.com/track/6mcxQ1Y3uQRU0IHsvdNLH1
41,Boss Bitch,Doja Cat,0.707,0.955,0.222,0.575,0,0.127,125.989,134240,-4.593,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
42,Açar Kalbini,merhababensokak,0.538,0.325,0.0274,0.501,0,0.00627,147.017,176716,-14.559,https://open.spotify.com/track/3XwG5iGrDpNubJ6Po2FRvn
43,Acının İlacı,Adamlar,0.595,0.532,0.0242,0.544,0,0.095,78.038,287318,-8.954,https://open.spotify.com/track/3xegx5QZeKRjlLTUN1xfX1
44,Kader,Moskape,0.416,0.759,0.124,0.18,0,0.0739,162.234,202702,-4.926,https://open.spotify.com/track/7gxZvLwf602Z4RffNLcMVb
45,We are Young,The Mayries,0.535,0.194,0.0323,0.15,1,0.894,78.001,180643,-10.469,https://open.spotify.com/track/3lmVxRzXSE6Ls94GwWZ5pu
46,Sözlerimi Geri Alamam,Bulutsuzluk Özlemi,0.523,0.3,0.0358,0.453,1,0.788,138.239,213880,-10.877,https://open.spotify.com/track/4FBgQwOm7A2Q6Ouel4N8zM
47,Bal Böceği,Barış Manço,0.734,0.457,0.0481,0.507,0,0.473,99.875,226427,-15.607,https://open.spotify.com/track/6o7lNELuxGERPZ9rBede8M
48,Astronomia 2K19 - Radio Edit,Stephan F,0.666,0.69,0.219,0.546,0,0.000569,126.17,190486,-4.952,https://open.spotify.com/track/56Z3lLPTcozYkoAl9HsQLI
49,Comatose,Soul Sacrifice,0.376,0.948,0.116,0.407,0,9.41e-06,172.062,307827,-2.166,https://open.spotify.com/track/6Y7Xb812mBROgtw1dZogLd
50,Teni Tenime,Sena Şener,0.751,0.45,0.125,0.6,1,0.193,130.994,196099,-7.665,https://open.spotify.com/track/4rHShZ4XGtYTBhBmBsM4GL
1,ily (i love you baby) (feat. Emilee),Surf Mesa,0.674,0.774,0.0892,0.33,0,0.0686,112.05,176547,-7.567,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
2,Луна не знает пути,Тайпан,0.747,0.484,0.252,0.467,0,0.418,171.97,131163,-7.938,https://open.spotify.com/track/2erwvnNpf1mIyC0M6F7KDg
3,Tom's Diner,AnnenMayKantereit,0.68,0.428,0.135,0.334,0,0.376,98.222,269333,-8.107,https://open.spotify.com/track/0oA9wBGDY4uyILLg4GymWP
4,Seni Dert Etmeler,Madrigal,0.552,0.608,0.0274,0.835,0,0.148,88.002,188500,-11.211,https://open.spotify.com/track/2Aq4sw2LKalsQ7m4pzLZ88
5,Daha Mutlu Olamam,mor ve ötesi,0.493,0.701,0.0343,0.563,1,0.00884,135.699,220333,-7.01,https://open.spotify.com/track/32VgH3g8D7l7ZuT74FgdPY
6,Wild World - 2009 Remastered Version,Mr. Big,0.573,0.722,0.0295,0.59,1,0.182,144.209,208560,-6.518,https://open.spotify.com/track/2kj5f1eRhUFhW6K0qUwoD8
7,Луна не знает пути (Demo Version),Тайпан,0.729,0.488,0.389,0.586,0,0.259,172.077,103327,-7.268,https://open.spotify.com/track/39yamZ1XJQBPkRDIBCWcwl
8,Bir Sana Bir De Bana,Baba Zula,0.66,0.286,0.0349,0.612,1,0.56,111.091,179053,-13.925,https://open.spotify.com/track/0b83EVqnn2eJGjKvEuIuXt
9,Mert KIYAK - Gel,Mert Kıyak,0.78,0.343,0.0769,0.547,0,0.586,84.979,172344,-10.33,https://open.spotify.com/track/7r36IPB6w0rPWMBDVJPshI
10,Sevmek İstiyorum,Grup M. Şanlıel,0.773,0.342,0.129,0.533,0,0.531,74.871,176771,-10.385,https://open.spotify.com/track/6v4gmF6ZfLKOjwwi08YLZL
11,Djadja,Aya Nakamura,0.829,0.797,0.109,0.549,1,0.0617,97.972,171133,-5.428,https://open.spotify.com/track/7sKDftgGirHWTVFMtJoDoh
12,Bugün,Şebnem Ferah,0.735,0.56,0.0293,0.611,0,0.37,130.038,285234,-6.875,https://open.spotify.com/track/6Yqwe9yJsvaX3Ffge75XDP
13,Sve Je Laž,Dino Merlin,0.629,0.572,0.031,0.501,0,0.24,147.94,255613,-8.488,https://open.spotify.com/track/4yFccPfzKmgIMb44c0J0a5
14,Sar Bu Şehri (Akustik),Canozan,0.346,0.287,0.0369,0.117,0,0.857,188.62,204331,-10.965,https://open.spotify.com/track/4YiW28JXKVnk0wGTLUfUz8
15,Homage,Mild High Club,0.546,0.468,0.0287,0.416,1,0.153,73.372,177493,-8.167,https://open.spotify.com/track/7pegxVesMmE2qK0o58xoFG
16,Nude Atar Mısın - Radio Edit,Ramil Shadman,0.812,0.497,0.0644,0.662,1,0.833,151.054,63768,-10.824,https://open.spotify.com/track/6k6NGPdudDULl7C7aMRDx6
17,The March,Arcadian Child,0.29,0.498,0.0371,0.191,1,0.399,130.103,362481,-10.387,https://open.spotify.com/track/2ujk0Bq9fe9aWV8FTLjqi1
18,Fikrimin İnce Gülü,Özdemir,0.534,0.29,0.0416,0.544,0,0.925,155.157,203540,-12.168,https://open.spotify.com/track/5LsG5KmzRTyA3qlAdNwHTJ
19,Rolex,Ayo & Teo,0.804,0.886,0.04,0.789,1,0.0837,144.946,238587,-2.512,https://open.spotify.com/track/0pSBuHjILhNEo55xK1zrRt
20,Love Show Me What to Do,Wayne Murray,0.557,0.354,0.0299,0.135,0,0.00173,117.974,227873,-11.795,https://open.spotify.com/track/1KPSj7nuDKvdFrLHMN2C1s
21,Thunder,Catnapp,0.629,0.745,0.0318,0.459,1,0.847,89.979,240070,-9.437,https://open.spotify.com/track/1d4m1qmn5Bu2Y7dXBCM1kw
22,Comatose,Soul Sacrifice,0.376,0.948,0.116,0.407,0,9.41e-06,172.062,307827,-2.166,https://open.spotify.com/track/6Y7Xb812mBROgtw1dZogLd
23,We are Young,The Mayries,0.535,0.194,0.0323,0.15,1,0.894,78.001,180643,-10.469,https://open.spotify.com/track/3lmVxRzXSE6Ls94GwWZ5pu
24,Sözlerimi Geri Alamam,Bulutsuzluk Özlemi,0.523,0.3,0.0358,0.453,1,0.788,138.239,213880,-10.877,https://open.spotify.com/track/4FBgQwOm7A2Q6Ouel4N8zM
25,death bed (coffee for your head) (feat. beabadoobee),Powfu,0.726,0.431,0.135,0.348,0,0.731,144.026,173333,-8.765,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
26,Things I Love,Chris Mathieu,0.544,0.251,0.0397,0.223,1,0.827,76.907,195973,-9.544,https://open.spotify.com/track/4ZMqqteFhStHlLxQAP3TJ5
27,Torn,Natalie Imbruglia,0.575,0.886,0.034,0.609,1,0.0647,96.309,244667,-5.182,https://open.spotify.com/track/1Jaah2tmN9Hv81A87KZ1MU
28,Where Is My Mind?,Pixies,0.518,0.436,0.0349,0.27,1,0.0157,80.88,236973,-14.134,https://open.spotify.com/track/6mcxQ1Y3uQRU0IHsvdNLH1
29,Should I Stay or Should I Go - Remastered,The Clash,0.742,0.833,0.115,0.816,1,0.079,113.375,188987,-6.463,https://open.spotify.com/track/39shmbIHICJ2Wxnk1fPSdz
30,Astronomia 2K19 - Radio Edit,Stephan F,0.666,0.69,0.219,0.546,0,0.000569,126.17,190486,-4.952,https://open.spotify.com/track/56Z3lLPTcozYkoAl9HsQLI
31,Zamansız Şarkılar,İkilem,0.695,0.493,0.0588,0.46,0,0.12,77.005,242000,-10.518,https://open.spotify.com/track/0fFnzJPRM2zcPZV1UrM0VJ
32,Astronomia,Vicetone,0.653,0.945,0.096,0.326,1,0.00561,126.093,198095,-2.634,https://open.spotify.com/track/665AK0ovB11McZRwfa852G
33,Dinle,Şebnem Paker,0.727,0.609,0.0397,0.695,1,0.448,102.008,169038,-14.327,https://open.spotify.com/track/290V6JGBgtnzHqAPmkCe8I
34,Skechers,DripReport,0.903,0.327,0.0877,0.274,1,0.26,100.008,106000,-9.727,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
35,Savage,Megan Thee Stallion,0.843,0.741,0.334,0.68,1,0.0252,168.983,155497,-5.609,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
36,Kader,Moskape,0.416,0.759,0.124,0.18,0,0.0739,162.234,202702,-4.926,https://open.spotify.com/track/7gxZvLwf602Z4RffNLcMVb
37,Kalmam,Ebru Yaşar,0.704,0.651,0.133,0.54,0,0.519,144.965,208966,-6.445,https://open.spotify.com/track/5dCXnMbtn7Uzb4lHolYUPd
38,Toosie Slide,Drake,0.834,0.454,0.201,0.837,0,0.321,81.618,247059,-9.75,https://open.spotify.com/track/127QTOFJsJQp5LbJbu3A1y
39,Boss Bitch,Doja Cat,0.707,0.955,0.222,0.575,0,0.127,125.989,134240,-4.593,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
40,Adsız,Cem Karaca,0.285,0.539,0.0437,0.551,0,0.426,90.413,220373,-12.989,https://open.spotify.com/track/3dU6A01Y1HBmz0zGlLMEe2
41,Acının İlacı,Adamlar,0.595,0.532,0.0242,0.544,0,0.095,78.038,287318,-8.954,https://open.spotify.com/track/3xegx5QZeKRjlLTUN1xfX1
42,Take Me Out,Franz Ferdinand,0.278,0.676,0.0371,0.494,1,0.000423,104.545,237027,-8.821,https://open.spotify.com/track/6ooluO7DiEhI1zmK94nRCM
43,Dünyadan Uzak,Pinhani,0.583,0.542,0.0291,0.354,0,0.029,102.94,247243,-8.366,https://open.spotify.com/track/4KhTyJ1cJeHaY4ZS2u3e6A
44,O Ben Olamam,Mavi Gri,0.272,0.442,0.0496,0.321,0,0.0425,82.809,319270,-10.516,https://open.spotify.com/track/3jwAjmoSIleloreUAmTkBI
45,Love Is The Weapon,Elephant Heart,0.771,0.731,0.0624,0.522,0,0.0187,94.965,204550,-4.333,https://open.spotify.com/track/4LrLXPghNQkHNWye6Gr6vk
46,Sirens,Tom Odell,0.458,0.573,0.0303,0.206,1,0.495,147.229,220373,-8.38,https://open.spotify.com/track/4Qsbh3hrrJLul6FAlNlHQz
47,Unutulacak Dünler,Gazapizm,0.627,0.833,0.179,0.69,0,0.0655,179.935,295637,-7.218,https://open.spotify.com/track/3aXTeIVnDvo2MT1xLTdGK3
48,Yanmayalım mı Ertan,Ali Biçim,0.794,0.371,0.305,0.0644,1,0.0668,150.132,147400,-7.99,https://open.spotify.com/track/6xLFFcVjqSSaHdPxfyecLu
49,PORFA,Feid,0.795,0.542,0.193,0.55,0,0.0903,167.823,232653,-8.106,https://open.spotify.com/track/4TOmcZvw0gHa7GiXRbcYAW
50,Real Heavy,Nicholas Hill,0.658,0.936,0.0813,0.337,0,0.00115,140.993,140334,-7.333,https://open.spotify.com/track/6yeOe6dhdjypFq3prQpJJ2
1,ily (i love you baby) (feat. Emilee),Surf Mesa,0.674,0.774,0.0892,0.33,0,0.0686,112.05,176547,-7.567,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
2,Луна не знает пути,Тайпан,0.747,0.484,0.252,0.467,0,0.418,171.97,131163,-7.938,https://open.spotify.com/track/2erwvnNpf1mIyC0M6F7KDg
3,Tom's Diner,AnnenMayKantereit,0.68,0.428,0.135,0.334,0,0.376,98.222,269333,-8.107,https://open.spotify.com/track/0oA9wBGDY4uyILLg4GymWP
4,Mert KIYAK - Gel,Mert Kıyak,0.78,0.343,0.0769,0.547,0,0.586,84.979,172344,-10.33,https://open.spotify.com/track/7r36IPB6w0rPWMBDVJPshI
