position,track_name,title_author,danceability,energy,speechiness,valence,mode,acousticness,tempo,duration_ms,loudness,URL
11,Bedel Ödedik,Vedat Alçay,0.564,0.396,0.208,0.121,1,0.127,130.909,211712,-8.005,https://open.spotify.com/track/5jDncQjbJeH1a51ZV62A6W
12,Boss Bitch,Doja Cat,0.707,0.955,0.222,0.575,0,0.127,125.989,134240,-4.593,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
13,Her Yer Karanlık,Günay Aksoy,0.691,0.623,0.107,0.475,1,0.144,135.956,208211,-7.608,https://open.spotify.com/track/3Z5asGY62KL6Apsl5a1hRV
14,Love Is The Weapon,Elephant Heart,0.771,0.731,0.0624,0.522,0,0.0187,94.965,204550,-4.333,https://open.spotify.com/track/4LrLXPghNQkHNWye6Gr6vk
15,Heveslenmem,Lil Zey,0.764,0.506,0.095,0.517,0,0.484,122.129,180984,-7.344,https://open.spotify.com/track/2KTS944WTCWEL1IAlYhzD6
16,En el Aire,Vega Almohalla,0.562,0.537,0.108,0.416,1,0.194,169.908,185993,-6.808,https://open.spotify.com/track/6T3O2ghWXY2eJHdlHh6iFN
17,Roses - Imanbek Remix,SAINt JHN,0.77,0.724,0.0495,0.898,1,0.0167,121.975,176840,-5.484,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
18,Abilere Selam Çatışmaya Devam,Dj Hacı$akir,0.769,0.856,0.115,0.62,1,0.041,127.999,206551,-7.672,https://open.spotify.com/track/6wAII6qw30Fm3GFQSGgfmS
19,Sen Bir Aysın,Kenan Yılmaz,0.326,0.199,0.0312,0.16,0,0.739,104.731,191867,-10.355,https://open.spotify.com/track/1qxdGAh2V15YWfc80Vb6SQ
20,Sevgililer Günü,Jagged,0.704,0.442,0.0644,0.345,0,0.315,119.984,292128,-7.471,https://open.spotify.com/track/6Y5Z9sS4dKnx67rZ5kTQnI
21,Supalonely,BENEE,0.863,0.631,0.0534,0.817,1,0.305,128.977,223480,-4.689,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
22,Ben De Yoluma Giderim,Sezen Aksu,0.65,0.315,0.0463,0.278,0,0.839,137.932,200871,-8.954,https://open.spotify.com/track/0YGzausz5cMhQDiJj1RQuv
23,Corona Virus,LIL NIX,0.57,0.408,0.52,0.838,0,0.25,149.127,133060,-15.244,https://open.spotify.com/track/4IpS0bzPhYDOGqenvA1Txm
24,Savage,Megan Thee Stallion,0.843,0.741,0.334,0.68,1,0.0252,168.983,155497,-5.609,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
25,Ben Aşkımın Delisiyem,Elçin Quluzade,0.847,0.9,0.0944,0.901,0,0.377,130.757,244885,-4.708,https://open.spotify.com/track/5jtjwEwUyAXhSRjLwimGxv
26,Yarınım Yok,Kaya Giray,0.701,0.668,0.0591,0.513,0,0.325,90.015,181000,-6.76,https://open.spotify.com/track/2r4FPlaVXRdR2nSbUqcTgr
27,Beni Kendinden Kurtar,Perdenin Ardındakiler,0.456,0.311,0.0289,0.216,0,0.61,156.193,206434,-9.18,https://open.spotify.com/track/15XIirnxN07thDhFLuFbH6
28,The Box,Roddy Ricch,0.896,0.586,0.0559,0.642,0,0.104,116.971,196653,-6.687,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
29,Elefante,NK,0.894,0.702,0.164,0.307,1,0.203,90.01,161917,-4.098,https://open.spotify.com/track/5s727A4OsVB8vG8eBo2D0s
30,Denk Geliriz Belki ?,Bostancı Dayı,0.403,0.588,0.0524,0.577,0,0.0348,165.797,237831,-10.514,https://open.spotify.com/track/3ktLcnmA9Yk3ZEY9BUayT6
31,Kaçar Gider,Dolu Kadehi Ters Tut,0.646,0.621,0.0478,0.169,0,0.0469,128.037,212344,-11.273,https://open.spotify.com/track/0tx0AFLugYzvN1Cz1TUIDV
32,Güzelden Güzel,Türkeri,0.818,0.193,0.486,0.75,0,0.658,159.953,132898,-20.472,https://open.spotify.com/track/3KgKKpR2JUf67vvZc24B4T
33,Kazılı Kuyum,Yüzyüzeyken Konuşuruz,0.62,0.645,0.0345,0.883,0,0.255,89.997,208628,-8.661,https://open.spotify.com/track/5DJEXxOutnFD5GEUVk88yE
34,Bizi Nasıl Etkiler,Uyukusuz Patik,0.521,0.302,0.554,0.538,0,0.793,200.486,207021,-17.35,https://open.spotify.com/track/1O4DnnZR1Y7GLEV7bgFwpH
35,Ölem Ben,Duygu,0.561,0.251,0.0422,0.223,1,0.965,115.207,230969,-9.659,https://open.spotify.com/track/0k8gnKBEiMY0ThZajFjatk
36,Uslanmıyor Bu,Bastık Zeynep,0.487,0.644,0.0654,0.839,0,0.38,87.327,189716,-9.664,https://open.spotify.com/track/6JEwmjFG3UJfRtoD19D8Gt
37,Bunu Sana Demiştim,Disco Tarantula,0.691,0.568,0.0296,0.275,0,0.000442,124.001,331563,-7.907,https://open.spotify.com/track/6g0MAbf0JusFlTKQXNsl35
38,Rüya değil dünya - Acoustic Version,Erden Erdoğan,0.507,0.459,0.0284,0.351,0,0.517,160.121,234192,-8.633,https://open.spotify.com/track/28IHM2gEgq8HdSWgmVosdp
39,They Call Me Tiago (Her Name Is Margo),Tiagz,0.88,0.578,0.0736,0.148,1,0.199,100.999,154455,-7.594,https://open.spotify.com/track/489AYiTB0ylShgV29tihMo
40,CITY OF ANGELS,24kGoldn,0.686,0.541,0.0493,0.724,0,0.042,120.082,112493,-4.993,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq
41,Nalan,Dartro,0.565,0.428,0.0773,0.28,0,0.596,86.217,145659,-11.178,https://open.spotify.com/track/1zxm5qJatpunWYpjxS76CF
42,Sağı Solu Kes,Gazapizm,0.937,0.438,0.292,0.457,1,0.0592,120.034,264064,-9.278,https://open.spotify.com/track/5GBbUx3eAHDgoOvdcpFObI
43,Gözyaşlarım anlatır,Seren Sındık,0.49,0.263,0.0373,0.188,0,0.951,93.515,205409,-8.381,https://open.spotify.com/track/2mniGcmjliKTuOIiHVNRaF
44,Kır Papatyası,Bahadır Sağlam,0.658,0.76,0.0521,0.515,0,0.656,101.989,233640,-4.693,https://open.spotify.com/track/1wDoCVviy5so2yUcePq2Oh
45,Toss A Coin To Your Witcher (8D Audio),8D Tunes,0.423,0.62,0.0297,0.404,1,0.235,99.9,172844,-11.077,https://open.spotify.com/track/2jqk177j1f0dijjh5kE1Dc
46,El-Âlem,Tuğçe Kandemir,0.629,0.381,0.0267,0.261,0,0.0208,104.941,172000,-10.698,https://open.spotify.com/track/1l0cnUKIlkv7moUqGyjNqZ
47,Pahalı,Murda,0.895,0.719,0.194,0.48,0,0.0653,95.016,132150,-4.086,https://open.spotify.com/track/49nLiYUglfKP3GCIPkRZ4g
48,Blinding Lights,The Weeknd,0.514,0.73,0.0598,0.334,1,0.00146,171.005,200040,-5.934,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
49,Astronomia,Vicetone,0.653,0.945,0.096,0.326,1,0.00561,126.093,198095,-2.634,https://open.spotify.com/track/665AK0ovB11McZRwfa852G
50,Gel Bahtımın Kar Beyazı,Müslüm Gürses,0.357,0.491,0.0564,0.527,0,0.601,156.76,295760,-7.036,https://open.spotify.com/track/54PFihsURQJVG475n02Pwg
1,Unutulacak Dünler,Gazapizm,0.627,0.833,0.179,0.69,0,0.0655,179.935,295637,-7.218,https://open.spotify.com/track/3aXTeIVnDvo2MT1xLTdGK3
2,Moral of the Story,Ashe,0.572,0.406,0.0427,0.265,1,0.587,119.812,201084,-8.624,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj
3,death bed (coffee for your head) (feat. beabadoobee),Powfu,0.726,0.431,0.135,0.348,0,0.731,144.026,173333,-8.765,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
4,Skechers,DripReport,0.903,0.327,0.0877,0.274,1,0.26,100.008,106000,-9.727,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
5,Böyle Güzelsin Hep Böyle Kal,Uyukusuz Patik,0.409,0.0736,0.0582,0.749,0,0.953,144.292,150489,-23.029,https://open.spotify.com/track/6qy18WXY7ZLmjcw9VhZmCV
6,Her Yer Karanlık,Günay Aksoy,0.691,0.623,0.107,0.475,1,0.144,135.956,208211,-7.608,https://open.spotify.com/track/3Z5asGY62KL6Apsl5a1hRV
7,Virüs Girmiş Sana,Ankaralı Turgut,0.741,0.924,0.0459,0.932,1,0.38,97.946,244000,-7.429,https://open.spotify.com/track/5sNl6HEE03eD8VFSSHPS28
8,ily (i love you baby) (feat. Emilee),Surf Mesa,0.674,0.774,0.0892,0.33,0,0.0686,112.05,176547,-7.567,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
9,Abilere Selam Çatışmaya Devam,Dj Hacı$akir,0.769,0.856,0.115,0.62,1,0.041,127.999,206551,-7.672,https://open.spotify.com/track/6wAII6qw30Fm3GFQSGgfmS
10,O Ben Olamam,Mavi Gri,0.272,0.442,0.0496,0.321,0,0.0425,82.809,319270,-10.516,https://open.spotify.com/track/3jwAjmoSIleloreUAmTkBI
11,Ben De Yoluma Giderim,Sezen Aksu,0.65,0.315,0.0463,0.278,0,0.839,137.932,200871,-8.954,https://open.spotify.com/track/0YGzausz5cMhQDiJj1RQuv
12,After Hours,The Weeknd,0.664,0.572,0.0305,0.143,0,0.0811,108.959,361027,-6.099,https://open.spotify.com/track/2p8IUWQDrpjuFltbdgLOag
13,Corona Virus,LIL NIX,0.57,0.408,0.52,0.838,0,0.25,149.127,133060,-15.244,https://open.spotify.com/track/4IpS0bzPhYDOGqenvA1Txm
14,Güzelden Güzel,Türkeri,0.818,0.193,0.486,0.75,0,0.658,159.953,132898,-20.472,https://open.spotify.com/track/3KgKKpR2JUf67vvZc24B4T
15,Boss Bitch,Doja Cat,0.707,0.955,0.222,0.575,0,0.127,125.989,134240,-4.593,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
16,Kaçar Gider,Dolu Kadehi Ters Tut,0.646,0.621,0.0478,0.169,0,0.0469,128.037,212344,-11.273,https://open.spotify.com/track/0tx0AFLugYzvN1Cz1TUIDV
17,Roses - Imanbek Remix,SAINt JHN,0.77,0.724,0.0495,0.898,1,0.0167,121.975,176840,-5.484,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
18,Elefante,NK,0.894,0.702,0.164,0.307,1,0.203,90.01,161917,-4.098,https://open.spotify.com/track/5s727A4OsVB8vG8eBo2D0s
19,En el Aire,Vega Almohalla,0.562,0.537,0.108,0.416,1,0.194,169.908,185993,-6.808,https://open.spotify.com/track/6T3O2ghWXY2eJHdlHh6iFN
20,Yarınım Yok,Kaya Giray,0.701,0.668,0.0591,0.513,0,0.325,90.015,181000,-6.76,https://open.spotify.com/track/2r4FPlaVXRdR2nSbUqcTgr
21,Sağı Solu Kes,Gazapizm,0.937,0.438,0.292,0.457,1,0.0592,120.034,264064,-9.278,https://open.spotify.com/track/5GBbUx3eAHDgoOvdcpFObI
22,Sen Bir Aysın,Kenan Yılmaz,0.326,0.199,0.0312,0.16,0,0.739,104.731,191867,-10.355,https://open.spotify.com/track/1qxdGAh2V15YWfc80Vb6SQ
23,Başa Sar,Aerro,0.861,0.616,0.0557,0.756,0,0.169,100.982,168861,-6.025,https://open.spotify.com/track/2a4c5rYq4Cw0oW3LAgPrpo
24,Uslanmıyor Bu,Bastık Zeynep,0.487,0.644,0.0654,0.839,0,0.38,87.327,189716,-9.664,https://open.spotify.com/track/6JEwmjFG3UJfRtoD19D8Gt
25,Corona Virus,Yofrangel,0.882,0.87,0.0947,0.566,0,0.02,116.082,116121,-3.341,https://open.spotify.com/track/3xL2zWuSe639N50iNP6LPM
26,Sevgililer Günü,Jagged,0.704,0.442,0.0644,0.345,0,0.315,119.984,292128,-7.471,https://open.spotify.com/track/6Y5Z9sS4dKnx67rZ5kTQnI
27,Ahwak,ShiftZ,0.776,0.128,0.0447,0.681,0,0.639,109.962,188080,-14.785,https://open.spotify.com/track/7A9Hp7epJWF1SoFG4BfrXc
28,El-Âlem,Tuğçe Kandemir,0.629,0.381,0.0267,0.261,0,0.0208,104.941,172000,-10.698,https://open.spotify.com/track/1l0cnUKIlkv7moUqGyjNqZ
29,Supalonely,BENEE,0.863,0.631,0.0534,0.817,1,0.305,128.977,223480,-4.689,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
30,Hikaye,Lalfizu,0.7,0.45,0.0345,0.548,1,0.603,95.032,155500,-14.149,https://open.spotify.com/track/3TZ248O7VP9fKI0AoYgWAp
31,Bile Bile,Karya Çandar,0.655,0.47,0.313,0.855,0,0.609,180.103,190000,-10.381,https://open.spotify.com/track/5Dub8tSrfyeHtXHeeHohwl
32,Ben Aşkımın Delisiyem,Elçin Quluzade,0.847,0.9,0.0944,0.901,0,0.377,130.757,244885,-4.708,https://open.spotify.com/track/5jtjwEwUyAXhSRjLwimGxv
33,Kazılı Kuyum,Yüzyüzeyken Konuşuruz,0.62,0.645,0.0345,0.883,0,0.255,89.997,208628,-8.661,https://open.spotify.com/track/5DJEXxOutnFD5GEUVk88yE
34,The Box,Roddy Ricch,0.896,0.586,0.0559,0.642,0,0.104,116.971,196653,-6.687,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
35,Bizi Nasıl Etkiler,Uyukusuz Patik,0.521,0.302,0.554,0.538,0,0.793,200.486,207021,-17.35,https://open.spotify.com/track/1O4DnnZR1Y7GLEV7bgFwpH
36,Blinding Lights,The Weeknd,0.514,0.73,0.0598,0.334,1,0.00146,171.005,200040,-5.934,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
37,Kurdish Mashup,Halil Fesli,0.773,0.88,0.0865,0.879,0,0.187,101.992,304800,-3.822,https://open.spotify.com/track/5gI1a5KlsEGBgarjH6ZB2h
38,Psycho!,MASN,0.868,0.365,0.0383,0.471,1,0.433,114.979,197217,-9.51,https://open.spotify.com/track/5LKkteRQ1wWv7XCIEA5F2q
39,Anlamadın mı - Live,Ozbi,0.568,0.638,0.16,0.648,0,0.394,145.754,254072,-10.622,https://open.spotify.com/track/3WW7l9m8iNG2D9x2Z8c2gv
40,Göçmen Kızı,Kenan Adil,0.677,0.431,0.0397,0.292,1,0.0215,129.915,187548,-12.41,https://open.spotify.com/track/3gmRBiPwJg5eVRQxLhNCbN
41,Beni Kendinden Kurtar,Perdenin Ardındakiler,0.456,0.311,0.0289,0.216,0,0.61,156.193,206434,-9.18,https://open.spotify.com/track/15XIirnxN07thDhFLuFbH6
42,Pahalı,Murda,0.895,0.719,0.194,0.48,0,0.0653,95.016,132150,-4.086,https://open.spotify.com/track/49nLiYUglfKP3GCIPkRZ4g
43,Bornovalı mısın?,Fondip,0.6,0.906,0.0597,0.397,0,0.229,152.027,213158,-5.448,https://open.spotify.com/track/2Ih8jwDRAMXZWhyWlHBZiv
44,Aşkın En Güzel Hali,Batuhan Kordel,0.623,0.396,0.0302,0.42,0,0.698,149.97,274125,-13.679,https://open.spotify.com/track/7ifhUcRlDlzbe5AbXsvc52
45,Hayvan Yaralı,Can Temiz,0.65,0.646,0.0536,0.73,0,0.197,123.997,235741,-8.502,https://open.spotify.com/track/5OvYDzFkDqCd0czWppmfLj
46,Ahirim Sensin,Sasa,0.348,0.482,0.0309,0.309,1,0.766,179.596,344752,-6.52,https://open.spotify.com/track/2mWKTJy8k2sjBFeoXkJbGL
47,CITY OF ANGELS,24kGoldn,0.686,0.541,0.0493,0.724,0,0.042,120.082,112493,-4.993,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq
48,Kır Papatyası,Bahadır Sağlam,0.658,0.76,0.0521,0.515,0,0.656,101.989,233640,-4.693,https://open.spotify.com/track/1wDoCVviy5so2yUcePq2Oh
49,Bi Sonraki Hayatımda Gel,Murda,0.932,0.448,0.136,0.736,0,0.0253,103.98,167350,-4.491,https://open.spotify.com/track/7BjmOMyfT4PBKbZuSCwWPc
50,Nalan,Dartro,0.565,0.428,0.0773,0.28,0,0.596,86.217,145659,-11.178,https://open.spotify.com/track/1zxm5qJatpunWYpjxS76CF
1,Unutulacak Dünler,Gazapizm,0.627,0.833,0.179,0.69,0,0.0655,179.935,295637,-7.218,https://open.spotify.com/track/3aXTeIVnDvo2MT1xLTdGK3
2,Moral of the Story,Ashe,0.572,0.406,0.0427,0.265,1,0.587,119.812,201084,-8.624,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj
3,Güzelden Güzel,Türkeri,0.818,0.193,0.486,0.75,0,0.658,159.953,132898,-20.472,https://open.spotify.com/track/3KgKKpR2JUf67vvZc24B4T
4,death bed (coffee for your head) (feat. beabadoobee),Powfu,0.726,0.431,0.135,0.348,0,0.731,144.026,173333,-8.765,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
5,Virüs Girmiş Sana,Ankaralı Turgut,0.741,0.924,0.0459,0.932,1,0.38,97.946,244000,-7.429,https://open.spotify.com/track/5sNl6HEE03eD8VFSSHPS28
6,Ben De Yoluma Giderim,Sezen Aksu,0.65,0.315,0.0463,0.278,0,0.839,137.932,200871,-8.954,https://open.spotify.com/track/0YGzausz5cMhQDiJj1RQuv
7,Her Yer Karanlık,Günay Aksoy,0.691,0.623,0.107,0.475,1,0.144,135.956,208211,-7.608,https://open.spotify.com/track/3Z5asGY62KL6Apsl5a1hRV
8,Ahwak,ShiftZ,0.776,0.128,0.0447,0.681,0,0.639,109.962,188080,-14.785,https://open.spotify.com/track/7A9Hp7epJWF1SoFG4BfrXc
9,Sağı Solu Kes,Gazapizm,0.937,0.438,0.292,0.457,1,0.0592,120.034,264064,-9.278,https://open.spotify.com/track/5GBbUx3eAHDgoOvdcpFObI
10,Yarınım Yok,Kaya Giray,0.701,0.668,0.0591,0.513,0,0.325,90.015,181000,-6.76,https://open.spotify.com/track/2r4FPlaVXRdR2nSbUqcTgr
11,Elefante,NK,0.894,0.702,0.164,0.307,1,0.203,90.01,161917,-4.098,https://open.spotify.com/track/5s727A4OsVB8vG8eBo2D0s
12,Kurdish Mashup,Halil Fesli,0.773,0.88,0.0865,0.879,0,0.187,101.992,304800,-3.822,https://open.spotify.com/track/5gI1a5KlsEGBgarjH6ZB2h
13,Gamzedeyim Deva Bulmam,Dedublüman,0.465,0.436,0.0289,0.268,0,0.036,125.047,316800,-10.541,https://open.spotify.com/track/6glvSyTo1y4WLtX0mnDq83
14,Corona Virus,Yofrangel,0.882,0.87,0.0947,0.566,0,0.02,116.082,116121,-3.341,https://open.spotify.com/track/3xL2zWuSe639N50iNP6LPM
15,Hayvan Yaralı,Can Temiz,0.65,0.646,0.0536,0.73,0,0.197,123.997,235741,-8.502,https://open.spotify.com/track/5OvYDzFkDqCd0czWppmfLj
16,Başa Sar,Aerro,0.861,0.616,0.0557,0.756,0,0.169,100.982,168861,-6.025,https://open.spotify.com/track/2a4c5rYq4Cw0oW3LAgPrpo
17,Boss Bitch,Doja Cat,0.707,0.955,0.222,0.575,0,0.127,125.989,134240,-4.593,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
18,Sevgililer Günü,Jagged,0.704,0.442,0.0644,0.345,0,0.315,119.984,292128,-7.471,https://open.spotify.com/track/6Y5Z9sS4dKnx67rZ5kTQnI
19,Roses - Imanbek Remix,SAINt JHN,0.77,0.724,0.0495,0.898,1,0.0167,121.975,176840,-5.484,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
20,Kazılı Kuyum,Yüzyüzeyken Konuşuruz,0.62,0.645,0.0345,0.883,0,0.255,89.997,208628,-8.661,https://open.spotify.com/track/5DJEXxOutnFD5GEUVk88yE
21,Bi Sonraki Hayatımda Gel,Murda,0.932,0.448,0.136,0.736,0,0.0253,103.98,167350,-4.491,https://open.spotify.com/track/7BjmOMyfT4PBKbZuSCwWPc
22,Hikaye,Lalfizu,0.7,0.45,0.0345,0.548,1,0.603,95.032,155500,-14.149,https://open.spotify.com/track/3TZ248O7VP9fKI0AoYgWAp
23,Zalim Dünya,KADR,0.736,0.639,0.219,0.407,0,0.492,147.924,150000,-6.206,https://open.spotify.com/track/4uEiC3WRA02fMwxkHHDOC2
24,Supalonely,BENEE,0.863,0.631,0.0534,0.817,1,0.305,128.977,223480,-4.689,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
25,Anlamadın mı - Live,Ozbi,0.568,0.638,0.16,0.648,0,0.394,145.754,254072,-10.622,https://open.spotify.com/track/3WW7l9m8iNG2D9x2Z8c2gv
26,Skechers,DripReport,0.907,0.332,0.0836,0.277,1,0.326,99.998,106031,-9.828,https://open.spotify.com/track/4z2JaAVPemYJhFKm7e32RA
27,Psycho!,MASN,0.868,0.365,0.0383,0.471,1,0.433,114.979,197217,-9.51,https://open.spotify.com/track/5LKkteRQ1wWv7XCIEA5F2q
28,Hevesim Yok,Doğukan Sarıtaş,0.745,0.534,0.0665,0.323,1,0.435,130.002,166154,-6.574,https://open.spotify.com/track/6oanZl55elfjlTAJF7Ult3
29,ily (i love you baby) (feat. Emilee),Surf Mesa,0.674,0.774,0.0892,0.33,0,0.0686,112.05,176547,-7.567,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
30,Kır Papatyası,Bahadır Sağlam,0.658,0.76,0.0521,0.515,0,0.656,101.989,233640,-4.693,https://open.spotify.com/track/1wDoCVviy5so2yUcePq2Oh
31,O Ben Olamam,Mavi Gri,0.272,0.442,0.0496,0.321,0,0.0425,82.809,319270,-10.516,https://open.spotify.com/track/3jwAjmoSIleloreUAmTkBI
32,Ay Tenli Kadın,FathDo,0.566,0.405,0.0565,0.0737,0,0.179,145.958,246182,-13.072,https://open.spotify.com/track/6J2qe25IVbTOOVgbfOHXLN
33,Bütün Istanbul Biliyo,İkiye On Kala,0.649,0.437,0.0759,0.385,1,0.367,82.056,150000,-16.355,https://open.spotify.com/track/0V0bWil6rS8w4Xbn6eGwCQ
34,Gecekondu,Ragıb Narin,0.656,0.63,0.0267,0.436,0,0.17,134.983,225778,-9.458,https://open.spotify.com/track/48prKWXfPmsDmqVxGu0Ji7
35,Güneș,Murda,0.848,0.677,0.162,0.516,0,0.00372,98.311,165938,-4.563,https://open.spotify.com/track/2htLZqUXatp2XYVOAI4wN1
36,butun istanbul biliyo - Acoustic Version,tuana y,0.597,0.104,0.194,0.553,0,0.941,74.988,142662,-17.594,https://open.spotify.com/track/1aky4pPVNzdrgYC2wg6IaU
37,Pahalı,Murda,0.895,0.719,0.194,0.48,0,0.0653,95.016,132150,-4.086,https://open.spotify.com/track/49nLiYUglfKP3GCIPkRZ4g
38,The Box,Roddy Ricch,0.896,0.586,0.0559,0.642,0,0.104,116.971,196653,-6.687,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
39,İnsan Düşünür,Efendi,0.534,0.527,0.0434,0.373,1,0.414,169.906,276809,-10.242,https://open.spotify.com/track/4CIV0BS38Ei9YMKy5XblJc
40,Ankara da Özlemiş,Müge,0.5,0.715,0.0639,0.549,0,0.549,72.982,230228,-7.403,https://open.spotify.com/track/4bUsTGQjfG8exBQHAvrjGQ
41,Uslanmıyor Bu,Zeynep Bastık,0.697,0.719,0.0571,0.751,0,0.503,86.0,193083,-6.314,https://open.spotify.com/track/24BvlSG2Y36Heg1dwLwHtu
42,WhatsApp,Patron,0.884,0.468,0.257,0.459,1,0.232,107.94,199018,-10.021,https://open.spotify.com/track/1WpCEWPYlON5l1Rln413Hu
43,Eylül,Ados,0.628,0.834,0.113,0.626,0,0.809,129.987,197941,-9.302,https://open.spotify.com/track/64Ds7itOkzCZgywfqq8CfK
44,Can Kenarım,Murat Boz,0.4,0.793,0.108,0.694,0,0.354,149.932,249375,-5.031,https://open.spotify.com/track/7vY61fgst55b7Kq8tkCT9x
45,Yetinmeyi Bilir Misin?,Sezen Aksu,0.586,0.205,0.0871,0.465,0,0.862,125.493,160340,-8.507,https://open.spotify.com/track/3mRVgn5Q4AbECPzPRlCEk3
46,Beni Kendinden Kurtar,Perdenin Ardındakiler,0.456,0.311,0.0289,0.216,0,0.61,156.193,206434,-9.18,https://open.spotify.com/track/15XIirnxN07thDhFLuFbH6
47,Enkaz,MEG,0.499,0.691,0.167,0.591,1,0.789,160.114,194638,-5.838,https://open.spotify.com/track/1WaOoE9FHcyI1J9U0lLYlc
48,My Heart Went Oops,Tiagz,0.962,0.412,0.608,0.506,1,0.12,121.037,128926,-11.288,https://open.spotify.com/track/3Nhfs2Cx7z2JWHetYkzSfO
49,CITY OF ANGELS,24kGoldn,0.686,0.541,0.0493,0.724,0,0.042,120.082,112493,-4.993,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq
50,Soğuk Şarap,Kendimden Hallice,0.422,0.4,0.0593,0.394,0,0.774,113.365,271059,-9.453,https://open.spotify.com/track/06UDtLUjRJ88aMXJtXJBUU
1,Unutulacak Dünler,Gazapizm,0.627,0.833,0.179,0.69,0,0.0655,179.935,295637,-7.218,https://open.spotify.com/track/3aXTeIVnDvo2MT1xLTdGK3
2,Moral of the Story,Ashe,0.572,0.406,0.0427,0.265,1,0.587,119.812,201084,-8.624,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj
3,Güzelden Güzel,Türkeri,0.818,0.193,0.486,0.75,0,0.658,159.953,132898,-20.472,https://open.spotify.com/track/3KgKKpR2JUf67vvZc24B4T
4,Ahwak,ShiftZ,0.776,0.128,0.0447,0.681,0,0.639,109.962,188080,-14.785,https://open.spotify.com/track/7A9Hp7epJWF1SoFG4BfrXc
5,Kurdish Mashup,Halil Fesli,0.773,0.88,0.0865,0.879,0,0.187,101.992,304800,-3.822,https://open.spotify.com/track/5gI1a5KlsEGBgarjH6ZB2h
6,Her Yer Karanlık,Günay Aksoy,0.691,0.623,0.107,0.475,1,0.144,135.956,208211,-7.608,https://open.spotify.com/track/3Z5asGY62KL6Apsl5a1hRV
7,death bed (coffee for your head) (feat. beabadoobee),Powfu,0.726,0.431,0.135,0.348,0,0.731,144.026,173333,-8.765,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
8,Sağı Solu Kes,Gazapizm,0.937,0.438,0.292,0.457,1,0.0592,120.034,264064,-9.278,https://open.spotify.com/track/5GBbUx3eAHDgoOvdcpFObI
9,Elefante,NK,0.894,0.702,0.164,0.307,1,0.203,90.01,161917,-4.098,https://open.spotify.com/track/5s727A4OsVB8vG8eBo2D0s
10,Yarınım Yok,Kaya Giray,0.701,0.668,0.0591,0.513,0,0.325,90.015,181000,-6.76,https://open.spotify.com/track/2r4FPlaVXRdR2nSbUqcTgr
11,Gamzedeyim Deva Bulmam,Dedublüman,0.465,0.436,0.0289,0.268,0,0.036,125.047,316800,-10.541,https://open.spotify.com/track/6glvSyTo1y4WLtX0mnDq83
12,Hevesim Yok,Doğukan Sarıtaş,0.745,0.534,0.0665,0.323,1,0.435,130.002,166154,-6.574,https://open.spotify.com/track/6oanZl55elfjlTAJF7Ult3
13,Sürtüğe Bak,Khontkar,0.792,0.66,0.132,0.283,1,0.0808,144.97,190962,-8.205,https://open.spotify.com/track/71KzugdRW5iyfKUiaABpH1
14,Bi Sonraki Hayatımda Gel,Murda,0.932,0.448,0.136,0.736,0,0.0253,103.98,167350,-4.491,https://open.spotify.com/track/7BjmOMyfT4PBKbZuSCwWPc
15,Roses - Imanbek Remix,SAINt JHN,0.77,0.724,0.0495,0.898,1,0.0167,121.975,176840,-5.484,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
16,Güneș,Murda,0.848,0.677,0.162,0.516,0,0.00372,98.311,165938,-4.563,https://open.spotify.com/track/2htLZqUXatp2XYVOAI4wN1
