Fecha,Position,Track_Name,Artist,URL
21/05/2020,34,Posliinii,"Ronja Mariela",https://open.spotify.com/track/3UMx9s5adY8R5cav2MgAIq
21/05/2020,35,"Driving In Style",Thundermother,https://open.spotify.com/track/4iTlGw3WqMzBpQslxNZo4D
21/05/2020,36,Righteous,"Juice WRLD",https://open.spotify.com/track/0OyQns5ayNK2OVaES0Vb8t
21/05/2020,37,"Time (You and I)",Khruangbin,https://open.spotify.com/track/2QoiyjegLQ3DWKBfFX9ihX
21/05/2020,38,Répondez-moi,"Gjon's Tears",https://open.spotify.com/track/7t86YtzrVP2wptfK0QmBkW
21/05/2020,39,"Suffer With Me",líue,https://open.spotify.com/track/3nfj9Fdbl30TvcZE9sU0Vx
21/05/2020,40,"Think About Things","Daði Freyr",https://open.spotify.com/track/2iRniYXjMHKmwXqA2jYXP7
21/05/2020,41,"Autolla mereen",Lapsuus,https://open.spotify.com/track/68ydpTVFrcwbWDwyhTDck1
21/05/2020,42,"After Party","Don Toliver",https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da
21/05/2020,43,"Ikävä sua","Sampo Salmela",https://open.spotify.com/track/1n13ABKbfaXQFeD0J5b1d9
21/05/2020,44,LMK,"Lil Xxel",https://open.spotify.com/track/4s0hDz7zGgZUav9EvzyLsB
21/05/2020,45,Viikatemies,YSI,https://open.spotify.com/track/2wVSAaKACwBEJ6azDurKkB
21/05/2020,46,"Anime Thighs","MC Virgins",https://open.spotify.com/track/3nWeDCCPMUM9KkYCwc3gy1
21/05/2020,47,"Tears Getting Sober",VICTORIA,https://open.spotify.com/track/4S4mUQoI7yqnnyEAfh7MAP
21/05/2020,48,Control,"Zoe Wees",https://open.spotify.com/track/50Td3qilgs8BLtv8mHyT1t
21/05/2020,49,Vanki,Ikirouta,https://open.spotify.com/track/4tn2N530PmKWZxW3qJvMMV
21/05/2020,50,Aftermath,"The Ghost Inside",https://open.spotify.com/track/0UL668NCJKvzQuIgkwTQtz
14/05/2020,1,"Судно (Борис Рижий)","Molchat Doma",https://open.spotify.com/track/6DONTnamNDOJdO6DzCu71p
14/05/2020,2,EI,Ina,https://open.spotify.com/track/0TvvRl13syy2Lbs8RLRMtc
14/05/2020,3,August,Intelligency,https://open.spotify.com/track/3ZQ3kDvbNYIZI4uR1qQHII
14/05/2020,4,Astronomia,Vicetone,https://open.spotify.com/track/665AK0ovB11McZRwfa852G
14/05/2020,5,"New Dens",Mauton,https://open.spotify.com/track/3j5BO6DuCQLCHxHzWjOrDE
14/05/2020,6,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
14/05/2020,7,Yoga,645AR,https://open.spotify.com/track/2DiybJZJGXyV1UYmngo3eq
14/05/2020,8,"Tässäkö tää oli? (feat. Leavings-Orkesteri)","Arttu Wiskari",https://open.spotify.com/track/3DxOpRtAzmGviFnsn0aM8m
14/05/2020,9,50//50,Vantage,https://open.spotify.com/track/36lNDeaRf8F8aYaP0zaHpm
14/05/2020,10,"Play Date","Melanie Martinez",https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
14/05/2020,11,Nuoriso,"Jan Nyberg",https://open.spotify.com/track/6Q2Pa4LUbMMhaJQGxZ0rhg
14/05/2020,12,"ily (i love you baby) (feat. Emilee)","Surf Mesa",https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
14/05/2020,13,"Penelope (feat. Clever)",william,https://open.spotify.com/track/4NVHhia6yRB4RsRTlpzsz3
14/05/2020,14,"Banana (feat. Shaggy)",Conkarah,https://open.spotify.com/track/6ON9qDoT2beR9dQ0evOOj1
14/05/2020,15,"Astronomia 2K19 - Radio Edit","Stephan F",https://open.spotify.com/track/56Z3lLPTcozYkoAl9HsQLI
14/05/2020,16,Disingenuous,Flight,https://open.spotify.com/track/77N3t8CNrUQV2f2SLQzs9Q
14/05/2020,17,Hyvännäköinen,"Jonna Tervomaa",https://open.spotify.com/track/1rsU7CQJZi6XwbdEIWruU4
14/05/2020,18,"Deep End Freestyle","Sleepy Hallow",https://open.spotify.com/track/4zTPYAf5scZdp0LnwPPeWK
14/05/2020,19,"Coffin Dance","Music Falcon",https://open.spotify.com/track/50fboiidqkAhrE5dNueFKR
14/05/2020,20,"Naisten kaljailta","Eija Sinikka",https://open.spotify.com/track/1wCGctqepYgWEN0NescTj5
14/05/2020,21,"IDK You Yet","Alexander 23",https://open.spotify.com/track/47EWMOElkkbMp5m9SBkx7d
14/05/2020,22,Skechers,DripReport,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
14/05/2020,23,Niskalaukaus,Nova,https://open.spotify.com/track/0VIJk38lrlNRMfhreZtDLj
14/05/2020,24,LMK,"Lil Xxel",https://open.spotify.com/track/4s0hDz7zGgZUav9EvzyLsB
14/05/2020,25,"Rockstar Shit",BLIND.SEE,https://open.spotify.com/track/2MvxhedNhxhj32eVQJnmII
14/05/2020,26,Mariposa,"Peach Tree Rascals",https://open.spotify.com/track/4ja2gzrNh9VNigzoXfmbwD
14/05/2020,27,"I Like Him","Princess Nokia",https://open.spotify.com/track/68UU9oaQtMDnh6PRlW842H
14/05/2020,28,Liruma,Liruma,https://open.spotify.com/track/5KgoNeUimJ3sdmNybjl8wL
14/05/2020,29,"Anime Thighs","MC Virgins",https://open.spotify.com/track/3nWeDCCPMUM9KkYCwc3gy1
14/05/2020,30,"Ruthless (Nice Guys Always Finish Last)","MarMar Oso",https://open.spotify.com/track/6HeCk6yewXH7WO4D93eub9
14/05/2020,31,"Jotain Aitoo","Redi Niska",https://open.spotify.com/track/798rCUH701tFyrpogxQbgB
